pair,ligand_gene,receptor_gene,sender_cluster,receiver_cluster,n_sender,n_receiver,mean_score_recv
SHANK1__L6-eNeuron|SLC17A7__L5-eNeuron,SHANK1,SLC17A7,L6-eNeuron,L5-eNeuron,124,64,0.033571288
SHANK1__L2-L3-eNeuron|SLC17A7__L4-eNeuron,SHANK1,SLC17A7,L2-L3-eNeuron,L4-eNeuron,74,96,0.028423918
SHANK1__L2-L3-eNeuron|LINGO1__L4-eNeuron,SHANK1,LINGO1,L2-L3-eNeuron,L4-eNeuron,74,96,0.02593097
RPH3A__L6-eNeuron|SLC17A7__L5-eNeuron,RPH3A,SLC17A7,L6-eNeuron,L5-eNeuron,124,64,0.023619385
SHANK1__L6-eNeuron|LINGO1__L5-eNeuron,SHANK1,LINGO1,L6-eNeuron,L5-eNeuron,124,64,0.022211563
CADM3__L5-eNeuron|SLC17A7__L6-eNeuron,CADM3,SLC17A7,L5-eNeuron,L6-eNeuron,64,124,0.021610744
CADM3__L2-L3-eNeuron|SLC17A7__L4-eNeuron,CADM3,SLC17A7,L2-L3-eNeuron,L4-eNeuron,74,96,0.021586545
LRRC4B__L6-eNeuron|SLC17A7__L5-eNeuron,LRRC4B,SLC17A7,L6-eNeuron,L5-eNeuron,124,64,0.021173483
CADM3__L6-eNeuron|SLC17A7__L5-eNeuron,CADM3,SLC17A7,L6-eNeuron,L5-eNeuron,124,64,0.020254685
CADM3__L2-L3-eNeuron|LINGO1__L4-eNeuron,CADM3,LINGO1,L2-L3-eNeuron,L4-eNeuron,74,96,0.01969511
CADM3__L4-eNeuron|SLC17A7__L2-L3-eNeuron,CADM3,SLC17A7,L4-eNeuron,L2-L3-eNeuron,96,74,0.019267358
PLTP__endothelial|SLC17A7__L6-eNeuron,PLTP,SLC17A7,endothelial,L6-eNeuron,33,124,0.018862832
ICAM5__L6-eNeuron|SLC17A7__L5-eNeuron,ICAM5,SLC17A7,L6-eNeuron,L5-eNeuron,124,64,0.018832581
SHANK1__L6-eNeuron|SV2A__L5-eNeuron,SHANK1,SV2A,L6-eNeuron,L5-eNeuron,124,64,0.018127257
SHANK1__L6-eNeuron|ADCY1__L5-eNeuron,SHANK1,ADCY1,L6-eNeuron,L5-eNeuron,124,64,0.017039174
SHANK1__L6-eNeuron|STX1A__L5-eNeuron,SHANK1,STX1A,L6-eNeuron,L5-eNeuron,124,64,0.016820392
IGFBP4__L2-L3-eNeuron|SLC17A7__L4-eNeuron,IGFBP4,SLC17A7,L2-L3-eNeuron,L4-eNeuron,74,96,0.016560918
CADM3__L4-eNeuron|LINGO1__L2-L3-eNeuron,CADM3,LINGO1,L4-eNeuron,L2-L3-eNeuron,96,74,0.016466854
SHANK1__L6-eNeuron|EPHB6__L5-eNeuron,SHANK1,EPHB6,L6-eNeuron,L5-eNeuron,124,64,0.016448237
SHANK1__L2-L3-eNeuron|RTN4R__L4-eNeuron,SHANK1,RTN4R,L2-L3-eNeuron,L4-eNeuron,74,96,0.016355224
SHANK1__L6-eNeuron|KCNJ4__L5-eNeuron,SHANK1,KCNJ4,L6-eNeuron,L5-eNeuron,124,64,0.016243612
SHANK1__L6-eNeuron|CADM3__L5-eNeuron,SHANK1,CADM3,L6-eNeuron,L5-eNeuron,124,64,0.015745534
GLG1__L6-eNeuron|SLC17A7__L5-eNeuron,GLG1,SLC17A7,L6-eNeuron,L5-eNeuron,124,64,0.015697157
RPH3A__L6-eNeuron|LINGO1__L5-eNeuron,RPH3A,LINGO1,L6-eNeuron,L5-eNeuron,124,64,0.015637752
BAG6__L2-L3-eNeuron|SLC17A7__L4-eNeuron,BAG6,SLC17A7,L2-L3-eNeuron,L4-eNeuron,74,96,0.015508577
SHANK1__L6-eNeuron|GABBR2__L5-eNeuron,SHANK1,GABBR2,L6-eNeuron,L5-eNeuron,124,64,0.015276038
IGFBP4__L2-L3-eNeuron|LINGO1__L4-eNeuron,IGFBP4,LINGO1,L2-L3-eNeuron,L4-eNeuron,74,96,0.015118056
SHANK1__L2-L3-eNeuron|SV2A__L4-eNeuron,SHANK1,SV2A,L2-L3-eNeuron,L4-eNeuron,74,96,0.0146093415
SHANK1__L2-L3-eNeuron|KCNJ4__L4-eNeuron,SHANK1,KCNJ4,L2-L3-eNeuron,L4-eNeuron,74,96,0.014563151
PLTP__endothelial|SLC17A7__L4-eNeuron,PLTP,SLC17A7,endothelial,L4-eNeuron,33,96,0.014493293
ICAM5__L2-L3-eNeuron|SLC17A7__L4-eNeuron,ICAM5,SLC17A7,L2-L3-eNeuron,L4-eNeuron,74,96,0.014415228
SHANK1__L6-eNeuron|SLC17A7__L4-eNeuron,SHANK1,SLC17A7,L6-eNeuron,L4-eNeuron,124,96,0.014353005
NTRK3__L6-eNeuron|SLC17A7__L5-eNeuron,NTRK3,SLC17A7,L6-eNeuron,L5-eNeuron,124,64,0.014269233
BAG6__L2-L3-eNeuron|LINGO1__L4-eNeuron,BAG6,LINGO1,L2-L3-eNeuron,L4-eNeuron,74,96,0.014150016
LRRC4B__L6-eNeuron|LINGO1__L5-eNeuron,LRRC4B,LINGO1,L6-eNeuron,L5-eNeuron,124,64,0.014015748
CADM3__L4-eNeuron|SLC17A7__L5-eNeuron,CADM3,SLC17A7,L4-eNeuron,L5-eNeuron,96,64,0.013485791
SHANK1__L6-eNeuron|CNTNAP1__L5-eNeuron,SHANK1,CNTNAP1,L6-eNeuron,L5-eNeuron,124,64,0.013443578
SEMA7A__L5-eNeuron|SLC17A7__L6-eNeuron,SEMA7A,SLC17A7,L5-eNeuron,L6-eNeuron,64,124,0.013440936
CADM3__L6-eNeuron|LINGO1__L5-eNeuron,CADM3,LINGO1,L6-eNeuron,L5-eNeuron,124,64,0.013412154
CADM3__L5-eNeuron|ADCY1__L6-eNeuron,CADM3,ADCY1,L5-eNeuron,L6-eNeuron,64,124,0.013244398
CADM3__L4-eNeuron|CADM3__L2-L3-eNeuron,CADM3,CADM3,L4-eNeuron,L2-L3-eNeuron,96,74,0.013222408
ICAM5__L2-L3-eNeuron|LINGO1__L4-eNeuron,ICAM5,LINGO1,L2-L3-eNeuron,L4-eNeuron,74,96,0.013145273
PLTP__endothelial|LINGO1__L4-eNeuron,PLTP,LINGO1,endothelial,L4-eNeuron,33,96,0.013048648
COL4A2__endothelial|SLC17A7__L6-eNeuron,COL4A2,SLC17A7,endothelial,L6-eNeuron,33,124,0.012997227
SEMA7A__L6-eNeuron|SLC17A7__L5-eNeuron,SEMA7A,SLC17A7,L6-eNeuron,L5-eNeuron,124,64,0.01291256
GAS6__L5-eNeuron|SLC17A7__L6-eNeuron,GAS6,SLC17A7,L5-eNeuron,L6-eNeuron,64,124,0.012867687
SLITRK1__L2-L3-eNeuron|SLC17A7__L4-eNeuron,SLITRK1,SLC17A7,L2-L3-eNeuron,L4-eNeuron,74,96,0.012758072
RPH3A__L6-eNeuron|SV2A__L5-eNeuron,RPH3A,SV2A,L6-eNeuron,L5-eNeuron,124,64,0.012748026
SHANK1__L6-eNeuron|LINGO1__L4-eNeuron,SHANK1,LINGO1,L6-eNeuron,L4-eNeuron,124,96,0.012522613
ICAM5__L6-eNeuron|LINGO1__L5-eNeuron,ICAM5,LINGO1,L6-eNeuron,L5-eNeuron,124,64,0.012478728
CADM3__L2-L3-eNeuron|RTN4R__L4-eNeuron,CADM3,RTN4R,L2-L3-eNeuron,L4-eNeuron,74,96,0.012421744
SHANK1__L6-eNeuron|GLG1__L5-eNeuron,SHANK1,GLG1,L6-eNeuron,L5-eNeuron,124,64,0.012381449
GRN__L5-eNeuron|SLC17A7__L6-eNeuron,GRN,SLC17A7,L5-eNeuron,L6-eNeuron,64,124,0.0123085
CADM3__L5-eNeuron|EPHB6__L6-eNeuron,CADM3,EPHB6,L5-eNeuron,L6-eNeuron,64,124,0.01211598
RPH3A__L6-eNeuron|ADCY1__L5-eNeuron,RPH3A,ADCY1,L6-eNeuron,L5-eNeuron,124,64,0.011986001
SEMA5A__L6-eNeuron|SLC17A7__L5-eNeuron,SEMA5A,SLC17A7,L6-eNeuron,L5-eNeuron,124,64,0.011934197
RPH3A__L6-eNeuron|STX1A__L5-eNeuron,RPH3A,STX1A,L6-eNeuron,L5-eNeuron,124,64,0.011837518
SLITRK1__L2-L3-eNeuron|LINGO1__L4-eNeuron,SLITRK1,LINGO1,L2-L3-eNeuron,L4-eNeuron,74,96,0.011638925
NLGN2__L6-eNeuron|SLC17A7__L5-eNeuron,NLGN2,SLC17A7,L6-eNeuron,L5-eNeuron,124,64,0.011611908
PLTP__endothelial|ADCY1__L6-eNeuron,PLTP,ADCY1,endothelial,L6-eNeuron,33,124,0.011585584
RPH3A__L6-eNeuron|EPHB6__L5-eNeuron,RPH3A,EPHB6,L6-eNeuron,L5-eNeuron,124,64,0.011566935
CADM3__L4-eNeuron|SLC17A7__L6-eNeuron,CADM3,SLC17A7,L4-eNeuron,L6-eNeuron,96,124,0.011505496
SHANK1__L6-eNeuron|FLOT1__L5-eNeuron,SHANK1,FLOT1,L6-eNeuron,L5-eNeuron,124,64,0.011440231
SEMA6B__L6-eNeuron|SLC17A7__L5-eNeuron,SEMA6B,SLC17A7,L6-eNeuron,L5-eNeuron,124,64,0.011437924
RPH3A__L6-eNeuron|KCNJ4__L5-eNeuron,RPH3A,KCNJ4,L6-eNeuron,L5-eNeuron,124,64,0.011432461
LRRC4B__L6-eNeuron|SV2A__L5-eNeuron,LRRC4B,SV2A,L6-eNeuron,L5-eNeuron,124,64,0.01143058
CADM3__L4-eNeuron|KCNJ4__L2-L3-eNeuron,CADM3,KCNJ4,L4-eNeuron,L2-L3-eNeuron,96,74,0.011371265
SEMA6B__L5-eNeuron|SLC17A7__L6-eNeuron,SEMA6B,SLC17A7,L5-eNeuron,L6-eNeuron,64,124,0.011338228
SHANK1__L6-eNeuron|RTN4R__L5-eNeuron,SHANK1,RTN4R,L6-eNeuron,L5-eNeuron,124,64,0.011330667
CADM3__L5-eNeuron|LINGO1__L6-eNeuron,CADM3,LINGO1,L5-eNeuron,L6-eNeuron,64,124,0.0113088265
GAS6__L6-eNeuron|SLC17A7__L5-eNeuron,GAS6,SLC17A7,L6-eNeuron,L5-eNeuron,124,64,0.011226461
SHANK1__L2-L3-eNeuron|CNTNAP1__L4-eNeuron,SHANK1,CNTNAP1,L2-L3-eNeuron,L4-eNeuron,74,96,0.011199266
PLTP__endothelial|SLC17A7__L5-eNeuron,PLTP,SLC17A7,endothelial,L5-eNeuron,33,64,0.011118371
SHANK1__L6-eNeuron|ADORA1__L5-eNeuron,SHANK1,ADORA1,L6-eNeuron,L5-eNeuron,124,64,0.011112434
CADM3__L2-L3-eNeuron|SV2A__L4-eNeuron,CADM3,SV2A,L2-L3-eNeuron,L4-eNeuron,74,96,0.011098277
RPH3A__L6-eNeuron|CADM3__L5-eNeuron,RPH3A,CADM3,L6-eNeuron,L5-eNeuron,124,64,0.01108037
CADM3__L4-eNeuron|STX1A__L2-L3-eNeuron,CADM3,STX1A,L4-eNeuron,L2-L3-eNeuron,96,74,0.011073625
CADM3__L2-L3-eNeuron|KCNJ4__L4-eNeuron,CADM3,KCNJ4,L2-L3-eNeuron,L4-eNeuron,74,96,0.011059426
CADM3__L5-eNeuron|SV2A__L6-eNeuron,CADM3,SV2A,L5-eNeuron,L6-eNeuron,64,124,0.01103673
CADM3__L4-eNeuron|RTN4R__L2-L3-eNeuron,CADM3,RTN4R,L4-eNeuron,L2-L3-eNeuron,96,74,0.010985146
CADM3__L6-eNeuron|SV2A__L5-eNeuron,CADM3,SV2A,L6-eNeuron,L5-eNeuron,124,64,0.010925226
CADM3__L5-eNeuron|SLC17A7__L4-eNeuron,CADM3,SLC17A7,L5-eNeuron,L4-eNeuron,64,96,0.010875181
SHANK1__L2-L3-eNeuron|ADAM11__L4-eNeuron,SHANK1,ADAM11,L2-L3-eNeuron,L4-eNeuron,74,96,0.010815318
RPH3A__L6-eNeuron|GABBR2__L5-eNeuron,RPH3A,GABBR2,L6-eNeuron,L5-eNeuron,124,64,0.010756914
GRN__L2-L3-eNeuron|SLC17A7__L4-eNeuron,GRN,SLC17A7,L2-L3-eNeuron,L4-eNeuron,74,96,0.0107461205
LRRC4B__L6-eNeuron|ADCY1__L5-eNeuron,LRRC4B,ADCY1,L6-eNeuron,L5-eNeuron,124,64,0.0107419705
LRRC4B__L6-eNeuron|STX1A__L5-eNeuron,LRRC4B,STX1A,L6-eNeuron,L5-eNeuron,124,64,0.010613494
GRN__L6-eNeuron|SLC17A7__L5-eNeuron,GRN,SLC17A7,L6-eNeuron,L5-eNeuron,124,64,0.010566692
PLTP__endothelial|EPHB6__L6-eNeuron,PLTP,EPHB6,endothelial,L6-eNeuron,33,124,0.010537163
SHANK1__L2-L3-eNeuron|LRP1__L4-eNeuron,SHANK1,LRP1,L2-L3-eNeuron,L4-eNeuron,74,96,0.010486739
AGRN__L5-eNeuron|SLC17A7__L6-eNeuron,AGRN,SLC17A7,L5-eNeuron,L6-eNeuron,64,124,0.010473326
GAS6__L2-L3-eNeuron|SLC17A7__L4-eNeuron,GAS6,SLC17A7,L2-L3-eNeuron,L4-eNeuron,74,96,0.010436203
GLG1__L6-eNeuron|LINGO1__L5-eNeuron,GLG1,LINGO1,L6-eNeuron,L5-eNeuron,124,64,0.010388548
LRRC4B__L6-eNeuron|EPHB6__L5-eNeuron,LRRC4B,EPHB6,L6-eNeuron,L5-eNeuron,124,64,0.010375483
COL4A2__endothelial|SLC17A7__L4-eNeuron,COL4A2,SLC17A7,endothelial,L4-eNeuron,33,96,0.010266587
CADM3__L6-eNeuron|ADCY1__L5-eNeuron,CADM3,ADCY1,L6-eNeuron,L5-eNeuron,124,64,0.010255914
LRRC4B__L6-eNeuron|KCNJ4__L5-eNeuron,LRRC4B,KCNJ4,L6-eNeuron,L5-eNeuron,124,64,0.010249356
SHANK1__L2-L3-eNeuron|EPHB6__L4-eNeuron,SHANK1,EPHB6,L2-L3-eNeuron,L4-eNeuron,74,96,0.01019233
CADM3__L6-eNeuron|STX1A__L5-eNeuron,CADM3,STX1A,L6-eNeuron,L5-eNeuron,124,64,0.010169438
ICAM5__L6-eNeuron|SV2A__L5-eNeuron,ICAM5,SV2A,L6-eNeuron,L5-eNeuron,124,64,0.010158745
ESAM__endothelial|SLC17A7__L6-eNeuron,ESAM,SLC17A7,endothelial,L6-eNeuron,33,124,0.0100088585
CADM3__L6-eNeuron|EPHB6__L5-eNeuron,CADM3,EPHB6,L6-eNeuron,L5-eNeuron,124,64,0.0099512385
LRRC4B__L6-eNeuron|CADM3__L5-eNeuron,LRRC4B,CADM3,L6-eNeuron,L5-eNeuron,124,64,0.009937092
SHANK1__L6-eNeuron|NLGN2__L5-eNeuron,SHANK1,NLGN2,L6-eNeuron,L5-eNeuron,124,64,0.009930184
RPH3A__L6-eNeuron|SLC17A7__L4-eNeuron,RPH3A,SLC17A7,L6-eNeuron,L4-eNeuron,124,96,0.009923056
PLTP__endothelial|LINGO1__L6-eNeuron,PLTP,LINGO1,endothelial,L6-eNeuron,33,124,0.009858379
CADM3__L5-eNeuron|GABBR2__L6-eNeuron,CADM3,GABBR2,L5-eNeuron,L6-eNeuron,64,124,0.009841863
CADM3__L6-eNeuron|KCNJ4__L5-eNeuron,CADM3,KCNJ4,L6-eNeuron,L5-eNeuron,124,64,0.0098143695
GRN__L2-L3-eNeuron|LINGO1__L4-eNeuron,GRN,LINGO1,L2-L3-eNeuron,L4-eNeuron,74,96,0.0098043075
SHANK1__L6-eNeuron|HRH3__L5-eNeuron,SHANK1,HRH3,L6-eNeuron,L5-eNeuron,124,64,0.009753173
FN1__endothelial|SLC17A7__L6-eNeuron,FN1,SLC17A7,endothelial,L6-eNeuron,33,124,0.009733939
SHANK1__L6-eNeuron|CAP1__L5-eNeuron,SHANK1,CAP1,L6-eNeuron,L5-eNeuron,124,64,0.009651594
CADM3__L5-eNeuron|LINGO1__L4-eNeuron,CADM3,LINGO1,L5-eNeuron,L4-eNeuron,64,96,0.009648246
LRRC4B__L6-eNeuron|GABBR2__L5-eNeuron,LRRC4B,GABBR2,L6-eNeuron,L5-eNeuron,124,64,0.009642381
PLTP__endothelial|SV2A__L6-eNeuron,PLTP,SV2A,endothelial,L6-eNeuron,33,124,0.009600747
CADM3__L5-eNeuron|STX1A__L6-eNeuron,CADM3,STX1A,L5-eNeuron,L6-eNeuron,64,124,0.009555419
IGFBP4__L2-L3-eNeuron|RTN4R__L4-eNeuron,IGFBP4,RTN4R,L2-L3-eNeuron,L4-eNeuron,74,96,0.009543001
ICAM5__L6-eNeuron|ADCY1__L5-eNeuron,ICAM5,ADCY1,L6-eNeuron,L5-eNeuron,124,64,0.0095429905
CADM3__L6-eNeuron|CADM3__L5-eNeuron,CADM3,CADM3,L6-eNeuron,L5-eNeuron,124,64,0.009540207
GAS6__L2-L3-eNeuron|LINGO1__L4-eNeuron,GAS6,LINGO1,L2-L3-eNeuron,L4-eNeuron,74,96,0.009521379
SEMA7A__L2-L3-eNeuron|SLC17A7__L4-eNeuron,SEMA7A,SLC17A7,L2-L3-eNeuron,L4-eNeuron,74,96,0.009502286
ICAM5__L6-eNeuron|STX1A__L5-eNeuron,ICAM5,STX1A,L6-eNeuron,L5-eNeuron,124,64,0.009450454
NTRK3__L6-eNeuron|LINGO1__L5-eNeuron,NTRK3,LINGO1,L6-eNeuron,L5-eNeuron,124,64,0.009446751
RPH3A__L6-eNeuron|CNTNAP1__L5-eNeuron,RPH3A,CNTNAP1,L6-eNeuron,L5-eNeuron,124,64,0.009435102
SEMA7A__endothelial|SLC17A7__L6-eNeuron,SEMA7A,SLC17A7,endothelial,L6-eNeuron,33,124,0.009376867
ADAM15__L2-L3-eNeuron|SLC17A7__L4-eNeuron,ADAM15,SLC17A7,L2-L3-eNeuron,L4-eNeuron,74,96,0.009296801
COL4A2__endothelial|LINGO1__L4-eNeuron,COL4A2,LINGO1,endothelial,L4-eNeuron,33,96,0.009249679
CADM3__L6-eNeuron|GABBR2__L5-eNeuron,CADM3,GABBR2,L6-eNeuron,L5-eNeuron,124,64,0.009247178
ICAM5__L6-eNeuron|EPHB6__L5-eNeuron,ICAM5,EPHB6,L6-eNeuron,L5-eNeuron,124,64,0.009238077
CADM3__L4-eNeuron|SV2A__L2-L3-eNeuron,CADM3,SV2A,L4-eNeuron,L2-L3-eNeuron,96,74,0.0091903685
SHANK1__L6-eNeuron|ENG__endothelial,SHANK1,ENG,L6-eNeuron,endothelial,124,33,0.009138551
ICAM5__L6-eNeuron|KCNJ4__L5-eNeuron,ICAM5,KCNJ4,L6-eNeuron,L5-eNeuron,124,64,0.009124769
GAS6__L4-eNeuron|SLC17A7__L2-L3-eNeuron,GAS6,SLC17A7,L4-eNeuron,L2-L3-eNeuron,96,74,0.0090342
LRRC4B__L6-eNeuron|SLC17A7__L4-eNeuron,LRRC4B,SLC17A7,L6-eNeuron,L4-eNeuron,124,96,0.009018178
BAG6__L2-L3-eNeuron|RTN4R__L4-eNeuron,BAG6,RTN4R,L2-L3-eNeuron,L4-eNeuron,74,96,0.00892617
ICAM5__L6-eNeuron|CADM3__L5-eNeuron,ICAM5,CADM3,L6-eNeuron,L5-eNeuron,124,64,0.008859702
RPH3A__L6-eNeuron|GLG1__L5-eNeuron,RPH3A,GLG1,L6-eNeuron,L5-eNeuron,124,64,0.008715165
SEMA7A__L2-L3-eNeuron|LINGO1__L4-eNeuron,SEMA7A,LINGO1,L2-L3-eNeuron,L4-eNeuron,74,96,0.008674797
CADM3__L5-eNeuron|CNTNAP1__L6-eNeuron,CADM3,CNTNAP1,L5-eNeuron,L6-eNeuron,64,124,0.008669419
RPH3A__L6-eNeuron|LINGO1__L4-eNeuron,RPH3A,LINGO1,L6-eNeuron,L4-eNeuron,124,96,0.008650112
CADM3__L4-eNeuron|LINGO1__L5-eNeuron,CADM3,LINGO1,L4-eNeuron,L5-eNeuron,96,64,0.008645744
SHANK1__L6-eNeuron|S1PR1__astrocytes,SHANK1,S1PR1,L6-eNeuron,astrocytes,124,31,0.0086152805
ICAM5__L6-eNeuron|GABBR2__L5-eNeuron,ICAM5,GABBR2,L6-eNeuron,L5-eNeuron,124,64,0.0085983835
CADM3__L6-eNeuron|SLC17A7__L4-eNeuron,CADM3,SLC17A7,L6-eNeuron,L4-eNeuron,124,96,0.0085942745
SEMA7A__L4-eNeuron|SLC17A7__L2-L3-eNeuron,SEMA7A,SLC17A7,L4-eNeuron,L2-L3-eNeuron,96,74,0.008586797
PLTP__endothelial|GABBR2__L6-eNeuron,PLTP,GABBR2,endothelial,L6-eNeuron,33,124,0.008556158
SEMA7A__L6-eNeuron|LINGO1__L5-eNeuron,SEMA7A,LINGO1,L6-eNeuron,L5-eNeuron,124,64,0.008546867
CADM3__L2-L3-eNeuron|CNTNAP1__L4-eNeuron,CADM3,CNTNAP1,L2-L3-eNeuron,L4-eNeuron,74,96,0.008507704
IGFBP4__L2-L3-eNeuron|SV2A__L4-eNeuron,IGFBP4,SV2A,L2-L3-eNeuron,L4-eNeuron,74,96,0.008506697
IGFBP4__L2-L3-eNeuron|KCNJ4__L4-eNeuron,IGFBP4,KCNJ4,L2-L3-eNeuron,L4-eNeuron,74,96,0.008497067
GLG1__L6-eNeuron|SV2A__L5-eNeuron,GLG1,SV2A,L6-eNeuron,L5-eNeuron,124,64,0.008481973
ADAM15__L2-L3-eNeuron|LINGO1__L4-eNeuron,ADAM15,LINGO1,L2-L3-eNeuron,L4-eNeuron,74,96,0.008479034
LRRC4B__L6-eNeuron|CNTNAP1__L5-eNeuron,LRRC4B,CNTNAP1,L6-eNeuron,L5-eNeuron,124,64,0.00847408
VTN__mural|SLC17A7__L6-eNeuron,VTN,SLC17A7,mural,L6-eNeuron,10,124,0.008457416
PLTP__endothelial|SLC17A7__L2-L3-eNeuron,PLTP,SLC17A7,endothelial,L2-L3-eNeuron,33,74,0.008324079
PLTP__endothelial|STX1A__L6-eNeuron,PLTP,STX1A,endothelial,L6-eNeuron,33,124,0.008297457
ICAM5__L2-L3-eNeuron|RTN4R__L4-eNeuron,ICAM5,RTN4R,L2-L3-eNeuron,L4-eNeuron,74,96,0.008296032
AGRN__L4-eNeuron|SLC17A7__L2-L3-eNeuron,AGRN,SLC17A7,L4-eNeuron,L2-L3-eNeuron,96,74,0.00827906
SEMA7A__L5-eNeuron|ADCY1__L6-eNeuron,SEMA7A,ADCY1,L5-eNeuron,L6-eNeuron,64,124,0.008237132
CADM3__L2-L3-eNeuron|ADAM11__L4-eNeuron,CADM3,ADAM11,L2-L3-eNeuron,L4-eNeuron,74,96,0.008212891
VEGFA__astrocytes|SLC17A7__L6-eNeuron,VEGFA,SLC17A7,astrocytes,L6-eNeuron,31,124,0.00820783
SHANK1__L2-L3-eNeuron|PLXNA4__L4-eNeuron,SHANK1,PLXNA4,L2-L3-eNeuron,L4-eNeuron,74,96,0.0081842765
CADM3__L6-eNeuron|CNTNAP1__L5-eNeuron,CADM3,CNTNAP1,L6-eNeuron,L5-eNeuron,124,64,0.00815394
PLTP__endothelial|RTN4R__L4-eNeuron,PLTP,RTN4R,endothelial,L4-eNeuron,33,96,0.008138914
RPH3A__L6-eNeuron|FLOT1__L5-eNeuron,RPH3A,FLOT1,L6-eNeuron,L5-eNeuron,124,64,0.008031081
GLG1__L6-eNeuron|ADCY1__L5-eNeuron,GLG1,ADCY1,L6-eNeuron,L5-eNeuron,124,64,0.007982995
COL4A2__endothelial|ADCY1__L6-eNeuron,COL4A2,ADCY1,endothelial,L6-eNeuron,33,124,0.007981296
BAG6__L2-L3-eNeuron|SV2A__L4-eNeuron,BAG6,SV2A,L2-L3-eNeuron,L4-eNeuron,74,96,0.007970849
RPH3A__L6-eNeuron|RTN4R__L5-eNeuron,RPH3A,RTN4R,L6-eNeuron,L5-eNeuron,124,64,0.007965903
CADM3__L2-L3-eNeuron|LRP1__L4-eNeuron,CADM3,LRP1,L2-L3-eNeuron,L4-eNeuron,74,96,0.007962122
BAG6__L2-L3-eNeuron|KCNJ4__L4-eNeuron,BAG6,KCNJ4,L2-L3-eNeuron,L4-eNeuron,74,96,0.007945409
SEMA5A__L6-eNeuron|LINGO1__L5-eNeuron,SEMA5A,LINGO1,L6-eNeuron,L5-eNeuron,124,64,0.007913782
GAS6__L5-eNeuron|ADCY1__L6-eNeuron,GAS6,ADCY1,L5-eNeuron,L6-eNeuron,64,124,0.007869399
LRRC4B__L6-eNeuron|LINGO1__L4-eNeuron,LRRC4B,LINGO1,L6-eNeuron,L4-eNeuron,124,96,0.00786567
GLG1__L6-eNeuron|STX1A__L5-eNeuron,GLG1,STX1A,L6-eNeuron,L5-eNeuron,124,64,0.007852056
RPH3A__L6-eNeuron|ADORA1__L5-eNeuron,RPH3A,ADORA1,L6-eNeuron,L5-eNeuron,124,64,0.007817106
LRRC4B__L6-eNeuron|GLG1__L5-eNeuron,LRRC4B,GLG1,L6-eNeuron,L5-eNeuron,124,64,0.0078107812
CADM3__L4-eNeuron|ADCY1__L2-L3-eNeuron,CADM3,ADCY1,L4-eNeuron,L2-L3-eNeuron,96,74,0.007791249
SHANK1__L6-eNeuron|RTN4R__L4-eNeuron,SHANK1,RTN4R,L6-eNeuron,L4-eNeuron,124,96,0.0077650626
CADM3__L2-L3-eNeuron|EPHB6__L4-eNeuron,CADM3,EPHB6,L2-L3-eNeuron,L4-eNeuron,74,96,0.0077395923
GAS6__L4-eNeuron|LINGO1__L2-L3-eNeuron,GAS6,LINGO1,L4-eNeuron,L2-L3-eNeuron,96,74,0.007719991
ICAM5__L6-eNeuron|SLC17A7__L4-eNeuron,ICAM5,SLC17A7,L6-eNeuron,L4-eNeuron,124,96,0.007708265
NTRK3__L6-eNeuron|SV2A__L5-eNeuron,NTRK3,SV2A,L6-eNeuron,L5-eNeuron,124,64,0.0077074673
CADM3__L4-eNeuron|EPHB6__L2-L3-eNeuron,CADM3,EPHB6,L4-eNeuron,L2-L3-eNeuron,96,74,0.0076931994
NLGN2__L6-eNeuron|LINGO1__L5-eNeuron,NLGN2,LINGO1,L6-eNeuron,L5-eNeuron,124,64,0.0076876353
GLG1__L6-eNeuron|EPHB6__L5-eNeuron,GLG1,EPHB6,L6-eNeuron,L5-eNeuron,124,64,0.007669765
COL4A2__endothelial|SLC17A7__L5-eNeuron,COL4A2,SLC17A7,endothelial,L5-eNeuron,33,64,0.007607221
GLG1__L6-eNeuron|KCNJ4__L5-eNeuron,GLG1,KCNJ4,L6-eNeuron,L5-eNeuron,124,64,0.007592133
SEMA6B__L6-eNeuron|LINGO1__L5-eNeuron,SEMA6B,LINGO1,L6-eNeuron,L5-eNeuron,124,64,0.007569939
GRN__L5-eNeuron|ADCY1__L6-eNeuron,GRN,ADCY1,L5-eNeuron,L6-eNeuron,64,124,0.0075390274
ICAM5__L6-eNeuron|CNTNAP1__L5-eNeuron,ICAM5,CNTNAP1,L6-eNeuron,L5-eNeuron,124,64,0.0075383503
SEMA7A__L5-eNeuron|EPHB6__L6-eNeuron,SEMA7A,EPHB6,L5-eNeuron,L6-eNeuron,64,124,0.0075304722
PLTP__endothelial|SV2A__L4-eNeuron,PLTP,SV2A,endothelial,L4-eNeuron,33,96,0.0074898824
CADM3__L6-eNeuron|LINGO1__L4-eNeuron,CADM3,LINGO1,L6-eNeuron,L4-eNeuron,124,96,0.007484675
CADM3__L6-eNeuron|GLG1__L5-eNeuron,CADM3,GLG1,L6-eNeuron,L5-eNeuron,124,64,0.007476116
SHANK1__L6-eNeuron|SV2A__L4-eNeuron,SHANK1,SV2A,L6-eNeuron,L4-eNeuron,124,96,0.0074611483
GAS6__L6-eNeuron|LINGO1__L5-eNeuron,GAS6,LINGO1,L6-eNeuron,L5-eNeuron,124,64,0.0074285134
