Sender,Receiver,score,Ligand,Receptor
Neuroblast,astrocytes,0.0,Agrn,Lrp4
OPC,astrocytes,0.00028011259281300886,Agrn,Lrp4
Olig,astrocytes,0.0036141449880066068,Agrn,Lrp4
Oligodendrocyte,astrocytes,0.0,Agrn,Lrp4
astrocytes,astrocytes,0.006391365078865985,Agrn,Lrp4
endothelial,astrocytes,0.0023980477487855686,Agrn,Lrp4
microglia,astrocytes,6.671769491576327e-05,Agrn,Lrp4
mural,astrocytes,0.0010781444602627214,Agrn,Lrp4
Adarb2-iNeuron,endothelial,5.3533022668777666e-05,Agrn,Lrp4
Astrocyte,endothelial,0.0,Agrn,Lrp4
Choroid Plexus,endothelial,0.0,Agrn,Lrp4
Endothelial,endothelial,0.0,Agrn,Lrp4
Ependymal,endothelial,0.0,Agrn,Lrp4
Excitatory neuron,endothelial,0.0,Agrn,Lrp4
Interneuron,endothelial,0.0,Agrn,Lrp4
L2-L3-eNeuron,endothelial,0.00044855087390397884,Agrn,Lrp4
L4-eNeuron,endothelial,0.00015592387617149138,Agrn,Lrp4
L5-eNeuron,endothelial,0.0003850895130445474,Agrn,Lrp4
L6-eNeuron,endothelial,0.0004486071240857068,Agrn,Lrp4
Lhx6-iNeuron,endothelial,0.0002588265462318367,Agrn,Lrp4
Microglia,endothelial,0.0,Agrn,Lrp4
Neural Stem,endothelial,0.0,Agrn,Lrp4
Neuroblast,endothelial,0.0,Agrn,Lrp4
OPC,endothelial,0.0004291111176835202,Agrn,Lrp4
Olig,endothelial,0.0011392728426420475,Agrn,Lrp4
Oligodendrocyte,endothelial,0.0,Agrn,Lrp4
astrocytes,endothelial,0.00010802054157377546,Agrn,Lrp4
endothelial,endothelial,0.005491976019597878,Agrn,Lrp4
microglia,endothelial,4.916661581354689e-07,Agrn,Lrp4
mural,endothelial,0.0005625341828061189,Agrn,Lrp4
Adarb2-iNeuron,microglia,8.078153468193576e-05,Agrn,Lrp4
Astrocyte,microglia,0.0,Agrn,Lrp4
Choroid Plexus,microglia,0.0,Agrn,Lrp4
Endothelial,microglia,0.0,Agrn,Lrp4
Ependymal,microglia,0.0,Agrn,Lrp4
Excitatory neuron,microglia,0.0,Agrn,Lrp4
Interneuron,microglia,0.0,Agrn,Lrp4
L2-L3-eNeuron,microglia,0.0010014005454552432,Agrn,Lrp4
L4-eNeuron,microglia,0.0001078731191206146,Agrn,Lrp4
L5-eNeuron,microglia,0.00022019393062139818,Agrn,Lrp4
L6-eNeuron,microglia,0.0012215897088219282,Agrn,Lrp4
Lhx6-iNeuron,microglia,0.0029393612990544866,Agrn,Lrp4
Microglia,microglia,0.0,Agrn,Lrp4
Neural Stem,microglia,0.0,Agrn,Lrp4
Neuroblast,microglia,0.0,Agrn,Lrp4
OPC,microglia,0.00025674979091401957,Agrn,Lrp4
Olig,microglia,5.463271245578801e-05,Agrn,Lrp4
Oligodendrocyte,microglia,0.0,Agrn,Lrp4
astrocytes,microglia,0.0017240616864555786,Agrn,Lrp4
endothelial,microglia,0.0005935345396056395,Agrn,Lrp4
microglia,microglia,0.011936870633456532,Agrn,Lrp4
mural,microglia,0.003261040167350995,Agrn,Lrp4
Adarb2-iNeuron,mural,4.8103795588513915e-08,Agrn,Lrp4
Astrocyte,mural,0.0,Agrn,Lrp4
Choroid Plexus,mural,0.0,Agrn,Lrp4
Endothelial,mural,0.0,Agrn,Lrp4
Ependymal,mural,0.0,Agrn,Lrp4
Excitatory neuron,mural,0.0,Agrn,Lrp4
Interneuron,mural,0.0,Agrn,Lrp4
L2-L3-eNeuron,mural,0.0,Agrn,Lrp4
L4-eNeuron,mural,0.0,Agrn,Lrp4
L5-eNeuron,mural,2.3904293101254234e-06,Agrn,Lrp4
L6-eNeuron,mural,0.0002589244539496659,Agrn,Lrp4
Lhx6-iNeuron,mural,0.000567054942515822,Agrn,Lrp4
Microglia,mural,0.0,Agrn,Lrp4
Neural Stem,mural,0.0,Agrn,Lrp4
Neuroblast,mural,0.0,Agrn,Lrp4
OPC,mural,0.0,Agrn,Lrp4
Olig,mural,0.0,Agrn,Lrp4
Oligodendrocyte,mural,0.0,Agrn,Lrp4
astrocytes,mural,0.0005651339628557141,Agrn,Lrp4
endothelial,mural,0.00012319301788614857,Agrn,Lrp4
microglia,mural,0.0,Agrn,Lrp4
mural,mural,0.00841934230861672,Agrn,Lrp4
Adarb2-iNeuron,Adarb2-iNeuron,0.002960936714358199,Bgn,Fgfr3
Astrocyte,Adarb2-iNeuron,0.0,Bgn,Fgfr3
Choroid Plexus,Adarb2-iNeuron,0.0,Bgn,Fgfr3
Endothelial,Adarb2-iNeuron,0.0,Bgn,Fgfr3
Ependymal,Adarb2-iNeuron,0.0,Bgn,Fgfr3
Excitatory neuron,Adarb2-iNeuron,0.0,Bgn,Fgfr3
Interneuron,Adarb2-iNeuron,0.0,Bgn,Fgfr3
L2-L3-eNeuron,Adarb2-iNeuron,0.0009725023832647688,Bgn,Fgfr3
L4-eNeuron,Adarb2-iNeuron,0.00012874608983218182,Bgn,Fgfr3
L5-eNeuron,Adarb2-iNeuron,4.632993210388913e-06,Bgn,Fgfr3
L6-eNeuron,Adarb2-iNeuron,5.064820427417549e-06,Bgn,Fgfr3
Lhx6-iNeuron,Adarb2-iNeuron,0.0008510382633247328,Bgn,Fgfr3
Microglia,Adarb2-iNeuron,0.0,Bgn,Fgfr3
Neural Stem,Adarb2-iNeuron,0.0,Bgn,Fgfr3
Neuroblast,Adarb2-iNeuron,0.0,Bgn,Fgfr3
OPC,Adarb2-iNeuron,0.00022564800288448234,Bgn,Fgfr3
Olig,Adarb2-iNeuron,7.492803064625346e-06,Bgn,Fgfr3
Oligodendrocyte,Adarb2-iNeuron,0.0,Bgn,Fgfr3
astrocytes,Adarb2-iNeuron,9.127522916446781e-06,Bgn,Fgfr3
endothelial,Adarb2-iNeuron,3.404888612736378e-05,Bgn,Fgfr3
microglia,Adarb2-iNeuron,0.0009018392487656166,Bgn,Fgfr3
mural,Adarb2-iNeuron,0.0,Bgn,Fgfr3
Adarb2-iNeuron,Astrocyte,0.0,Bgn,Fgfr3
Astrocyte,Astrocyte,0.01928501671085007,Bgn,Fgfr3
Choroid Plexus,Astrocyte,0.006179712714874876,Bgn,Fgfr3
Endothelial,Astrocyte,0.0017779448975826502,Bgn,Fgfr3
Ependymal,Astrocyte,6.077194728954308e-05,Bgn,Fgfr3
Excitatory neuron,Astrocyte,0.0,Bgn,Fgfr3
Interneuron,Astrocyte,0.009463869674478128,Bgn,Fgfr3
L2-L3-eNeuron,Astrocyte,0.0,Bgn,Fgfr3
L4-eNeuron,Astrocyte,0.0,Bgn,Fgfr3
L5-eNeuron,Astrocyte,0.0,Bgn,Fgfr3
L6-eNeuron,Astrocyte,0.0,Bgn,Fgfr3
Lhx6-iNeuron,Astrocyte,0.0,Bgn,Fgfr3
Microglia,Astrocyte,0.0,Bgn,Fgfr3
Neural Stem,Astrocyte,2.1152240508518788e-05,Bgn,Fgfr3
Neuroblast,Astrocyte,0.00014059825175144388,Bgn,Fgfr3
OPC,Astrocyte,0.0,Bgn,Fgfr3
Olig,Astrocyte,0.0,Bgn,Fgfr3
Oligodendrocyte,Astrocyte,0.0,Bgn,Fgfr3
astrocytes,Astrocyte,0.0,Bgn,Fgfr3
endothelial,Astrocyte,0.0,Bgn,Fgfr3
microglia,Astrocyte,0.0,Bgn,Fgfr3
mural,Astrocyte,0.0,Bgn,Fgfr3
Adarb2-iNeuron,Choroid Plexus,0.0,Bgn,Fgfr3
Astrocyte,Choroid Plexus,0.0,Bgn,Fgfr3
Choroid Plexus,Choroid Plexus,0.000380322716105432,Bgn,Fgfr3
Endothelial,Choroid Plexus,0.0004515745537674231,Bgn,Fgfr3
Ependymal,Choroid Plexus,0.00013066695337216367,Bgn,Fgfr3
Excitatory neuron,Choroid Plexus,0.0,Bgn,Fgfr3
Interneuron,Choroid Plexus,1.1800118466146245e-08,Bgn,Fgfr3
L2-L3-eNeuron,Choroid Plexus,0.0,Bgn,Fgfr3
L4-eNeuron,Choroid Plexus,0.0,Bgn,Fgfr3
L5-eNeuron,Choroid Plexus,0.0,Bgn,Fgfr3
L6-eNeuron,Choroid Plexus,0.0,Bgn,Fgfr3
Lhx6-iNeuron,Choroid Plexus,0.0,Bgn,Fgfr3
Microglia,Choroid Plexus,0.0,Bgn,Fgfr3
Neural Stem,Choroid Plexus,5.247070694466997e-05,Bgn,Fgfr3
Neuroblast,Choroid Plexus,0.00013335095372306663,Bgn,Fgfr3
OPC,Choroid Plexus,0.0,Bgn,Fgfr3
Olig,Choroid Plexus,0.0,Bgn,Fgfr3
Oligodendrocyte,Choroid Plexus,9.22920431470329e-05,Bgn,Fgfr3
astrocytes,Choroid Plexus,0.0,Bgn,Fgfr3
endothelial,Choroid Plexus,0.0,Bgn,Fgfr3
microglia,Choroid Plexus,0.0,Bgn,Fgfr3
mural,Choroid Plexus,0.0,Bgn,Fgfr3
Adarb2-iNeuron,Endothelial,0.0,Bgn,Fgfr3
Astrocyte,Endothelial,0.0005004425703034124,Bgn,Fgfr3
Choroid Plexus,Endothelial,0.0001781143527631289,Bgn,Fgfr3
Endothelial,Endothelial,0.0007621247328554917,Bgn,Fgfr3
Ependymal,Endothelial,0.0,Bgn,Fgfr3
Excitatory neuron,Endothelial,0.0,Bgn,Fgfr3
Interneuron,Endothelial,3.627217558140911e-05,Bgn,Fgfr3
L2-L3-eNeuron,Endothelial,0.0,Bgn,Fgfr3
L4-eNeuron,Endothelial,0.0,Bgn,Fgfr3
L5-eNeuron,Endothelial,0.0,Bgn,Fgfr3
L6-eNeuron,Endothelial,0.0,Bgn,Fgfr3
Lhx6-iNeuron,Endothelial,0.0,Bgn,Fgfr3
Microglia,Endothelial,0.0,Bgn,Fgfr3
Neural Stem,Endothelial,1.6974634271558448e-07,Bgn,Fgfr3
Neuroblast,Endothelial,4.7769357702399056e-05,Bgn,Fgfr3
OPC,Endothelial,0.0,Bgn,Fgfr3
Olig,Endothelial,0.0,Bgn,Fgfr3
Oligodendrocyte,Endothelial,0.0,Bgn,Fgfr3
astrocytes,Endothelial,0.0,Bgn,Fgfr3
endothelial,Endothelial,0.0,Bgn,Fgfr3
microglia,Endothelial,0.0,Bgn,Fgfr3
mural,Endothelial,0.0,Bgn,Fgfr3
Adarb2-iNeuron,Ependymal,0.0,Bgn,Fgfr3
Astrocyte,Ependymal,0.0,Bgn,Fgfr3
Choroid Plexus,Ependymal,0.00036336532911296327,Bgn,Fgfr3
Endothelial,Ependymal,0.0003076416516268826,Bgn,Fgfr3
Ependymal,Ependymal,0.00019684745483132727,Bgn,Fgfr3
Excitatory neuron,Ependymal,0.0,Bgn,Fgfr3
Interneuron,Ependymal,0.00174067717358615,Bgn,Fgfr3
L2-L3-eNeuron,Ependymal,0.0,Bgn,Fgfr3
L4-eNeuron,Ependymal,0.0,Bgn,Fgfr3
L5-eNeuron,Ependymal,0.0,Bgn,Fgfr3
L6-eNeuron,Ependymal,0.0,Bgn,Fgfr3
Lhx6-iNeuron,Ependymal,0.0,Bgn,Fgfr3
Microglia,Ependymal,0.0,Bgn,Fgfr3
Neural Stem,Ependymal,0.0002284554051374998,Bgn,Fgfr3
Neuroblast,Ependymal,7.15994915636216e-05,Bgn,Fgfr3
OPC,Ependymal,0.0,Bgn,Fgfr3
Olig,Ependymal,0.0,Bgn,Fgfr3
Oligodendrocyte,Ependymal,0.0,Bgn,Fgfr3
astrocytes,Ependymal,0.0,Bgn,Fgfr3
endothelial,Ependymal,0.0,Bgn,Fgfr3
microglia,Ependymal,0.0,Bgn,Fgfr3
mural,Ependymal,0.0,Bgn,Fgfr3
Adarb2-iNeuron,Excitatory neuron,0.0,Bgn,Fgfr3
Astrocyte,Excitatory neuron,0.0,Bgn,Fgfr3
Choroid Plexus,Excitatory neuron,0.0,Bgn,Fgfr3
Endothelial,Excitatory neuron,0.0,Bgn,Fgfr3
Ependymal,Excitatory neuron,0.0,Bgn,Fgfr3
Excitatory neuron,Excitatory neuron,0.0,Bgn,Fgfr3
Interneuron,Excitatory neuron,0.0,Bgn,Fgfr3
L2-L3-eNeuron,Excitatory neuron,0.0,Bgn,Fgfr3
L4-eNeuron,Excitatory neuron,0.0,Bgn,Fgfr3
L5-eNeuron,Excitatory neuron,0.0,Bgn,Fgfr3
L6-eNeuron,Excitatory neuron,0.0,Bgn,Fgfr3
Lhx6-iNeuron,Excitatory neuron,0.0,Bgn,Fgfr3
Microglia,Excitatory neuron,0.0,Bgn,Fgfr3
Neural Stem,Excitatory neuron,0.0,Bgn,Fgfr3
Neuroblast,Excitatory neuron,0.0,Bgn,Fgfr3
OPC,Excitatory neuron,0.0,Bgn,Fgfr3
Olig,Excitatory neuron,0.0,Bgn,Fgfr3
Oligodendrocyte,Excitatory neuron,0.0,Bgn,Fgfr3
astrocytes,Excitatory neuron,0.0,Bgn,Fgfr3
endothelial,Excitatory neuron,0.0,Bgn,Fgfr3
microglia,Excitatory neuron,0.0,Bgn,Fgfr3
mural,Excitatory neuron,0.0,Bgn,Fgfr3
Adarb2-iNeuron,Interneuron,0.0,Bgn,Fgfr3
Astrocyte,Interneuron,6.250220006860095e-05,Bgn,Fgfr3
Choroid Plexus,Interneuron,0.0002493644905941521,Bgn,Fgfr3
Endothelial,Interneuron,7.004263930163663e-05,Bgn,Fgfr3
Ependymal,Interneuron,0.0,Bgn,Fgfr3
Excitatory neuron,Interneuron,0.0,Bgn,Fgfr3
Interneuron,Interneuron,0.0023814781910272823,Bgn,Fgfr3
L2-L3-eNeuron,Interneuron,0.0,Bgn,Fgfr3
L4-eNeuron,Interneuron,0.0,Bgn,Fgfr3
L5-eNeuron,Interneuron,0.0,Bgn,Fgfr3
L6-eNeuron,Interneuron,0.0,Bgn,Fgfr3
Lhx6-iNeuron,Interneuron,0.0,Bgn,Fgfr3
Microglia,Interneuron,0.0,Bgn,Fgfr3
Neural Stem,Interneuron,3.1798281637874977e-07,Bgn,Fgfr3
Neuroblast,Interneuron,0.00029273068775073174,Bgn,Fgfr3
OPC,Interneuron,0.0,Bgn,Fgfr3
Olig,Interneuron,0.0,Bgn,Fgfr3
Oligodendrocyte,Interneuron,0.0,Bgn,Fgfr3
astrocytes,Interneuron,0.0,Bgn,Fgfr3
endothelial,Interneuron,0.0,Bgn,Fgfr3
microglia,Interneuron,0.0,Bgn,Fgfr3
mural,Interneuron,0.0,Bgn,Fgfr3
Adarb2-iNeuron,L2-L3-eNeuron,0.0004758888123863103,Bgn,Fgfr3
Astrocyte,L2-L3-eNeuron,0.0,Bgn,Fgfr3
Choroid Plexus,L2-L3-eNeuron,0.0,Bgn,Fgfr3
Endothelial,L2-L3-eNeuron,0.0,Bgn,Fgfr3
Ependymal,L2-L3-eNeuron,0.0,Bgn,Fgfr3
Excitatory neuron,L2-L3-eNeuron,0.0,Bgn,Fgfr3
Interneuron,L2-L3-eNeuron,0.0,Bgn,Fgfr3
L2-L3-eNeuron,L2-L3-eNeuron,0.0009094414704399435,Bgn,Fgfr3
L4-eNeuron,L2-L3-eNeuron,0.00012178209382917291,Bgn,Fgfr3
L5-eNeuron,L2-L3-eNeuron,0.0,Bgn,Fgfr3
L6-eNeuron,L2-L3-eNeuron,1.958377989834447e-08,Bgn,Fgfr3
Lhx6-iNeuron,L2-L3-eNeuron,0.00034401074238834677,Bgn,Fgfr3
Microglia,L2-L3-eNeuron,0.0,Bgn,Fgfr3
Neural Stem,L2-L3-eNeuron,0.0,Bgn,Fgfr3
Neuroblast,L2-L3-eNeuron,0.0,Bgn,Fgfr3
OPC,L2-L3-eNeuron,0.00045383826705082647,Bgn,Fgfr3
Olig,L2-L3-eNeuron,0.0,Bgn,Fgfr3
Oligodendrocyte,L2-L3-eNeuron,0.0,Bgn,Fgfr3
astrocytes,L2-L3-eNeuron,2.43052604390412e-07,Bgn,Fgfr3
endothelial,L2-L3-eNeuron,0.0002700307430941847,Bgn,Fgfr3
microglia,L2-L3-eNeuron,0.00023409180440253175,Bgn,Fgfr3
mural,L2-L3-eNeuron,0.0,Bgn,Fgfr3
Adarb2-iNeuron,L4-eNeuron,0.00011766121369560434,Bgn,Fgfr3
Astrocyte,L4-eNeuron,0.0,Bgn,Fgfr3
Choroid Plexus,L4-eNeuron,0.0,Bgn,Fgfr3
Endothelial,L4-eNeuron,0.0,Bgn,Fgfr3
Ependymal,L4-eNeuron,0.0,Bgn,Fgfr3
Excitatory neuron,L4-eNeuron,0.0,Bgn,Fgfr3
Interneuron,L4-eNeuron,0.0,Bgn,Fgfr3
L2-L3-eNeuron,L4-eNeuron,0.00022358633614455838,Bgn,Fgfr3
L4-eNeuron,L4-eNeuron,0.001053732074152808,Bgn,Fgfr3
L5-eNeuron,L4-eNeuron,3.759063488455263e-05,Bgn,Fgfr3
L6-eNeuron,L4-eNeuron,9.794707200394165e-07,Bgn,Fgfr3
Lhx6-iNeuron,L4-eNeuron,0.0003246648747578516,Bgn,Fgfr3
Microglia,L4-eNeuron,0.0,Bgn,Fgfr3
Neural Stem,L4-eNeuron,0.0,Bgn,Fgfr3
Neuroblast,L4-eNeuron,0.0,Bgn,Fgfr3
OPC,L4-eNeuron,0.00019917585898011854,Bgn,Fgfr3
Olig,L4-eNeuron,0.0,Bgn,Fgfr3
Oligodendrocyte,L4-eNeuron,0.0,Bgn,Fgfr3
astrocytes,L4-eNeuron,5.503580681244055e-05,Bgn,Fgfr3
endothelial,L4-eNeuron,0.00024506122096193866,Bgn,Fgfr3
microglia,L4-eNeuron,0.00046652990195027015,Bgn,Fgfr3
mural,L4-eNeuron,0.0007762873068522511,Bgn,Fgfr3
Adarb2-iNeuron,L5-eNeuron,1.4022717853255472e-05,Bgn,Fgfr3
Astrocyte,L5-eNeuron,0.0,Bgn,Fgfr3
Choroid Plexus,L5-eNeuron,0.0,Bgn,Fgfr3
Endothelial,L5-eNeuron,0.0,Bgn,Fgfr3
Ependymal,L5-eNeuron,0.0,Bgn,Fgfr3
Excitatory neuron,L5-eNeuron,0.0,Bgn,Fgfr3
Interneuron,L5-eNeuron,0.0,Bgn,Fgfr3
L2-L3-eNeuron,L5-eNeuron,2.6225841598461807e-08,Bgn,Fgfr3
L4-eNeuron,L5-eNeuron,4.883394538852628e-05,Bgn,Fgfr3
L5-eNeuron,L5-eNeuron,0.0009035705195411733,Bgn,Fgfr3
L6-eNeuron,L5-eNeuron,5.4988444862808425e-05,Bgn,Fgfr3
Lhx6-iNeuron,L5-eNeuron,0.0004544925908399578,Bgn,Fgfr3
Microglia,L5-eNeuron,0.0,Bgn,Fgfr3
Neural Stem,L5-eNeuron,0.0,Bgn,Fgfr3
Neuroblast,L5-eNeuron,0.0,Bgn,Fgfr3
OPC,L5-eNeuron,1.1271756442700461e-08,Bgn,Fgfr3
Olig,L5-eNeuron,7.643062086824784e-05,Bgn,Fgfr3
Oligodendrocyte,L5-eNeuron,0.0,Bgn,Fgfr3
astrocytes,L5-eNeuron,3.5775057647078775e-06,Bgn,Fgfr3
endothelial,L5-eNeuron,0.00011403698563407274,Bgn,Fgfr3
microglia,L5-eNeuron,0.0,Bgn,Fgfr3
mural,L5-eNeuron,0.0011893349367403285,Bgn,Fgfr3
Adarb2-iNeuron,L6-eNeuron,0.00010160935773193523,Bgn,Fgfr3
Astrocyte,L6-eNeuron,0.0,Bgn,Fgfr3
Choroid Plexus,L6-eNeuron,0.0,Bgn,Fgfr3
Endothelial,L6-eNeuron,0.0,Bgn,Fgfr3
Ependymal,L6-eNeuron,0.0,Bgn,Fgfr3
Excitatory neuron,L6-eNeuron,0.0,Bgn,Fgfr3
Interneuron,L6-eNeuron,0.0,Bgn,Fgfr3
L2-L3-eNeuron,L6-eNeuron,1.6877602786933599e-06,Bgn,Fgfr3
L4-eNeuron,L6-eNeuron,2.142680621986607e-05,Bgn,Fgfr3
L5-eNeuron,L6-eNeuron,0.00017239228833012085,Bgn,Fgfr3
L6-eNeuron,L6-eNeuron,0.0005311353823298347,Bgn,Fgfr3
Lhx6-iNeuron,L6-eNeuron,0.00013574082425270355,Bgn,Fgfr3
Microglia,L6-eNeuron,0.0,Bgn,Fgfr3
Neural Stem,L6-eNeuron,0.0,Bgn,Fgfr3
Neuroblast,L6-eNeuron,0.0,Bgn,Fgfr3
OPC,L6-eNeuron,1.5281684767620328e-06,Bgn,Fgfr3
Olig,L6-eNeuron,0.0005345556526949033,Bgn,Fgfr3
Oligodendrocyte,L6-eNeuron,0.0,Bgn,Fgfr3
astrocytes,L6-eNeuron,9.176766863900364e-06,Bgn,Fgfr3
endothelial,L6-eNeuron,0.0004892033901912958,Bgn,Fgfr3
microglia,L6-eNeuron,0.0,Bgn,Fgfr3
mural,L6-eNeuron,0.0016415185129159049,Bgn,Fgfr3
Adarb2-iNeuron,Lhx6-iNeuron,1.085912145186726e-05,Bgn,Fgfr3
Astrocyte,Lhx6-iNeuron,0.0,Bgn,Fgfr3
Choroid Plexus,Lhx6-iNeuron,0.0,Bgn,Fgfr3
Endothelial,Lhx6-iNeuron,0.0,Bgn,Fgfr3
Ependymal,Lhx6-iNeuron,0.0,Bgn,Fgfr3
Excitatory neuron,Lhx6-iNeuron,0.0,Bgn,Fgfr3
Interneuron,Lhx6-iNeuron,0.0,Bgn,Fgfr3
L2-L3-eNeuron,Lhx6-iNeuron,0.00030645866304469284,Bgn,Fgfr3
L4-eNeuron,Lhx6-iNeuron,0.00032029361536698,Bgn,Fgfr3
L5-eNeuron,Lhx6-iNeuron,0.0004105992849827825,Bgn,Fgfr3
L6-eNeuron,Lhx6-iNeuron,5.5718925058766754e-05,Bgn,Fgfr3
Lhx6-iNeuron,Lhx6-iNeuron,0.0033070352981573446,Bgn,Fgfr3
Microglia,Lhx6-iNeuron,0.0,Bgn,Fgfr3
Neural Stem,Lhx6-iNeuron,0.0,Bgn,Fgfr3
Neuroblast,Lhx6-iNeuron,0.0,Bgn,Fgfr3
OPC,Lhx6-iNeuron,3.111453336951314e-05,Bgn,Fgfr3
Olig,Lhx6-iNeuron,5.839332259446459e-06,Bgn,Fgfr3
Oligodendrocyte,Lhx6-iNeuron,0.0,Bgn,Fgfr3
astrocytes,Lhx6-iNeuron,1.420986354866574e-05,Bgn,Fgfr3
endothelial,Lhx6-iNeuron,0.00032169296711651973,Bgn,Fgfr3
microglia,Lhx6-iNeuron,0.0,Bgn,Fgfr3
mural,Lhx6-iNeuron,0.00017400249435610367,Bgn,Fgfr3
Adarb2-iNeuron,Microglia,0.0,Bgn,Fgfr3
Astrocyte,Microglia,0.0,Bgn,Fgfr3
Choroid Plexus,Microglia,0.0011950840441459628,Bgn,Fgfr3
Endothelial,Microglia,0.0,Bgn,Fgfr3
Ependymal,Microglia,0.0,Bgn,Fgfr3
Excitatory neuron,Microglia,0.0,Bgn,Fgfr3
Interneuron,Microglia,0.0,Bgn,Fgfr3
L2-L3-eNeuron,Microglia,0.0,Bgn,Fgfr3
L4-eNeuron,Microglia,0.0,Bgn,Fgfr3
L5-eNeuron,Microglia,0.0,Bgn,Fgfr3
L6-eNeuron,Microglia,0.0,Bgn,Fgfr3
Lhx6-iNeuron,Microglia,0.0,Bgn,Fgfr3
Microglia,Microglia,0.0,Bgn,Fgfr3
Neural Stem,Microglia,0.0,Bgn,Fgfr3
Neuroblast,Microglia,5.1505565009310735e-06,Bgn,Fgfr3
OPC,Microglia,0.0,Bgn,Fgfr3
Olig,Microglia,0.0,Bgn,Fgfr3
Oligodendrocyte,Microglia,3.989598770559604e-05,Bgn,Fgfr3
astrocytes,Microglia,0.0,Bgn,Fgfr3
endothelial,Microglia,0.0,Bgn,Fgfr3
microglia,Microglia,0.0,Bgn,Fgfr3
mural,Microglia,0.0,Bgn,Fgfr3
Adarb2-iNeuron,Neural Stem,0.0,Bgn,Fgfr3
Astrocyte,Neural Stem,2.1198406983103997e-07,Bgn,Fgfr3
Choroid Plexus,Neural Stem,0.0004130588313723153,Bgn,Fgfr3
Endothelial,Neural Stem,0.0012008480012739796,Bgn,Fgfr3
Ependymal,Neural Stem,1.6422866236381595e-05,Bgn,Fgfr3
Excitatory neuron,Neural Stem,0.0,Bgn,Fgfr3
Interneuron,Neural Stem,0.0017374187808007337,Bgn,Fgfr3
L2-L3-eNeuron,Neural Stem,0.0,Bgn,Fgfr3
L4-eNeuron,Neural Stem,0.0,Bgn,Fgfr3
L5-eNeuron,Neural Stem,0.0,Bgn,Fgfr3
L6-eNeuron,Neural Stem,0.0,Bgn,Fgfr3
Lhx6-iNeuron,Neural Stem,0.0,Bgn,Fgfr3
Microglia,Neural Stem,0.0,Bgn,Fgfr3
Neural Stem,Neural Stem,0.0006683149102521845,Bgn,Fgfr3
Neuroblast,Neural Stem,0.00025613238509860416,Bgn,Fgfr3
OPC,Neural Stem,0.0,Bgn,Fgfr3
Olig,Neural Stem,0.0,Bgn,Fgfr3
Oligodendrocyte,Neural Stem,0.001338065117172237,Bgn,Fgfr3
astrocytes,Neural Stem,0.0,Bgn,Fgfr3
endothelial,Neural Stem,0.0,Bgn,Fgfr3
microglia,Neural Stem,0.0,Bgn,Fgfr3
mural,Neural Stem,0.0,Bgn,Fgfr3
Adarb2-iNeuron,Neuroblast,0.0,Bgn,Fgfr3
Astrocyte,Neuroblast,3.314813919910646e-05,Bgn,Fgfr3
Choroid Plexus,Neuroblast,0.0006177567148278172,Bgn,Fgfr3
Endothelial,Neuroblast,0.0012951622357187118,Bgn,Fgfr3
Ependymal,Neuroblast,9.026302305441865e-06,Bgn,Fgfr3
Excitatory neuron,Neuroblast,0.0,Bgn,Fgfr3
Interneuron,Neuroblast,0.0008732469811750066,Bgn,Fgfr3
L2-L3-eNeuron,Neuroblast,0.0,Bgn,Fgfr3
L4-eNeuron,Neuroblast,0.0,Bgn,Fgfr3
L5-eNeuron,Neuroblast,0.0,Bgn,Fgfr3
L6-eNeuron,Neuroblast,0.0,Bgn,Fgfr3
Lhx6-iNeuron,Neuroblast,0.0,Bgn,Fgfr3
Microglia,Neuroblast,0.0,Bgn,Fgfr3
Neural Stem,Neuroblast,0.00014595841854899656,Bgn,Fgfr3
Neuroblast,Neuroblast,0.0005868810430555298,Bgn,Fgfr3
OPC,Neuroblast,0.0,Bgn,Fgfr3
Olig,Neuroblast,0.0,Bgn,Fgfr3
Oligodendrocyte,Neuroblast,0.000285222181429313,Bgn,Fgfr3
astrocytes,Neuroblast,0.0,Bgn,Fgfr3
endothelial,Neuroblast,0.0,Bgn,Fgfr3
microglia,Neuroblast,0.0,Bgn,Fgfr3
mural,Neuroblast,0.0,Bgn,Fgfr3
Adarb2-iNeuron,OPC,0.0,Bgn,Fgfr3
Astrocyte,OPC,0.0,Bgn,Fgfr3
Choroid Plexus,OPC,0.0,Bgn,Fgfr3
Endothelial,OPC,0.0,Bgn,Fgfr3
Ependymal,OPC,0.0,Bgn,Fgfr3
Excitatory neuron,OPC,0.0,Bgn,Fgfr3
Interneuron,OPC,0.0,Bgn,Fgfr3
L2-L3-eNeuron,OPC,0.0,Bgn,Fgfr3
L4-eNeuron,OPC,0.0005054817877996056,Bgn,Fgfr3
L5-eNeuron,OPC,0.00015272141168485675,Bgn,Fgfr3
L6-eNeuron,OPC,0.00010917722140730399,Bgn,Fgfr3
Lhx6-iNeuron,OPC,9.999037386669796e-05,Bgn,Fgfr3
Microglia,OPC,0.0,Bgn,Fgfr3
Neural Stem,OPC,0.0,Bgn,Fgfr3
Neuroblast,OPC,0.0,Bgn,Fgfr3
OPC,OPC,0.0013799789812725233,Bgn,Fgfr3
Olig,OPC,0.0015824293950730056,Bgn,Fgfr3
Oligodendrocyte,OPC,0.0,Bgn,Fgfr3
astrocytes,OPC,4.826883795035166e-07,Bgn,Fgfr3
endothelial,OPC,1.1544265549883901e-05,Bgn,Fgfr3
