Sender,Receiver,Ligand,Receptor,LRscore
Malignant,Macrophage,COL9A2,TYROBP,4.431513830263483e-6
Malignant,Macrophage,ICOSLG,CD74,3.83497970555435e-8
Malignant,Macrophage,ICOSLG,CD81,3.1630451771475525e-8
Malignant,Macrophage,ICOSLG,TYROBP,9.353232261405649e-8
Malignant,Macrophage,LAMA3,CD74,7.344498530269788e-8
Malignant,Macrophage,LAMA3,CD81,8.571665797297024e-8
Malignant,Macrophage,LAMA3,TYROBP,6.520754493040373e-7
Malignant,Macrophage,MDK,CD74,1.0531197805038752e-6
Malignant,Macrophage,MDK,CD81,1.7403079238470568e-6
Malignant,Macrophage,MDK,TYROBP,5.078445247615935e-6
Malignant,Macrophage,PVR,CD74,1.062907992059835e-7
Malignant,Macrophage,PVR,CD81,3.768592563427776e-7
Malignant,Macrophage,PVR,TYROBP,8.511356593043118e-7
Malignant,Macrophage,SEMA3C,CD74,5.618639119635575e-7
Malignant,Macrophage,SEMA3C,CD81,1.5486689506642952e-6
Malignant,Macrophage,SEMA3C,TYROBP,2.5282517179127785e-6
Malignant,Stroma,ADAM17,NOTCH1,2.161492153396012e-6
Malignant,Stroma,APP,NCSTN,2.2020746735205784e-5
Malignant,Stroma,CDH3,CD81,2.007639421847801e-8
Malignant,Stroma,COL9A2,CD81,3.2459126985317396e-6
Malignant,Stroma,ICOSLG,CD81,2.2521975965336027e-7
Malignant,Stroma,JAG2,NOTCH1,2.31814422597448e-6
Malignant,Stroma,JAG2,NOTCH2,2.25233278540266e-6
Malignant,Stroma,JAG2,NOTCH3,4.154294646725782e-6
Malignant,Stroma,LAMA3,CD81,6.954846159477027e-8
Malignant,Stroma,MDK,CD81,2.5585082640573243e-6
Malignant,Stroma,MDK,NOTCH2,1.1781720495374907e-5
Malignant,Stroma,MDK,SDC3,5.15450112692058e-6
Malignant,Stroma,PSEN1,NCSTN,5.262117827878086e-6
Malignant,Stroma,PSEN1,NOTCH1,2.6326080668143216e-6
Malignant,Stroma,PSEN1,NOTCH2,8.357566990557765e-6
Malignant,Stroma,PSEN1,NOTCH3,1.0625391374874751e-5
Malignant,Stroma,PTN,SDC3,2.8845793973225366e-6
Malignant,Stroma,PVR,CD81,3.3174235094422e-7
Malignant,Stroma,SEMA3C,CD81,8.244391108372994e-7
Malignant,Stroma,UBA52,NOTCH1,4.68137284373756e-7
Malignant,Tcell,CDH1,KLRG1,0
Malignant,Tcell,CDH3,CD74,6.433844186551582e-10
Malignant,Tcell,COL9A2,CD74,1.2310232561028868e-6
Malignant,Tcell,ICOSLG,CD74,4.308056357590573e-8
Malignant,Tcell,LAMA3,CD74,7.403371504448638e-8
Malignant,Tcell,MDK,CD74,9.5374394811883e-7
Malignant,Tcell,PVR,CD74,1.8439477156428017e-8
Malignant,Tcell,SEMA3C,CD74,1.733909407275902e-7
Stroma,Bcell,COL1A1,CD74,1.928491433024233e-5
Stroma,Bcell,COL4A1,CD74,1.3015201602864363e-5
Stroma,Bcell,COL4A2,CD74,1.1456886783487636e-5
Stroma,Bcell,COL6A3,CD74,7.740140387602097e-6
Stroma,Bcell,LAMA4,CD74,1.2643352883564497e-6
Stroma,Bcell,MMP9,CD74,1.510526281491847e-7
Stroma,Bcell,THY1,CD74,6.53183806644725e-6
Stroma,Endothelial,COL1A1,CD74,1.587566350665393e-5
Stroma,Endothelial,COL4A1,CD74,4.702148227945242e-6
Stroma,Endothelial,COL4A2,CD74,8.109065626034026e-6
Stroma,Endothelial,COL6A3,CD74,1.066680287828464e-5
Stroma,Endothelial,LAMA4,CD74,5.859065016470427e-7
Stroma,Endothelial,MMP9,CD74,2.2593190525459506e-7
Stroma,Endothelial,NID1,PTPRF,5.97687367843486e-6
Stroma,Endothelial,THY1,CD74,8.942272141255156e-6
Stroma,Macrophage,COL1A1,CD74,4.8150154123349796e-6
Stroma,Macrophage,COL1A1,CD81,2.98980563225536e-6
Stroma,Macrophage,COL1A1,TYROBP,7.14346612062726e-7
Stroma,Macrophage,COL4A1,CD74,1.182540985614988e-6
Stroma,Macrophage,COL4A1,CD81,3.552569698985781e-6
Stroma,Macrophage,COL4A1,TYROBP,1.2657517851967766e-5
Stroma,Macrophage,COL4A2,CD74,1.2775373681863897e-6
Stroma,Macrophage,COL4A2,CD81,1.4759280505586568e-5
Stroma,Macrophage,COL4A2,TYROBP,1.1395960541852914e-5
Stroma,Macrophage,COL6A3,CD74,5.764329391905311e-6
Stroma,Macrophage,COL6A3,CD81,1.5298580295245316e-5
Stroma,Macrophage,COL6A3,TYROBP,3.7138653159011022e-6
Stroma,Macrophage,LAMA4,CD74,5.305152468520429e-7
Stroma,Macrophage,LAMA4,CD81,1.3149376002310815e-6
Stroma,Macrophage,LAMA4,TYROBP,4.7238241345599016e-6
Stroma,Macrophage,MMP9,CD74,2.9124543452452645e-7
Stroma,Macrophage,MMP9,CD81,3.011361721589811e-7
Stroma,Macrophage,MMP9,TYROBP,6.297417194469452e-6
Stroma,Macrophage,THY1,CD74,1.6276200835085183e-6
Stroma,Macrophage,THY1,CD81,9.597605739907337e-6
Stroma,Macrophage,THY1,TYROBP,4.6234051767392995e-6
Stroma,Malignant,COL1A1,ALCAM,8.300179849366249e-7
Stroma,Malignant,COL1A1,AMFR,4.755083083879109e-7
Stroma,Malignant,COL1A1,APLP2,1.1252359908025302e-6
Stroma,Malignant,COL1A1,APP,1.1733413310642012e-6
Stroma,Malignant,COL1A1,ATP6AP2,1.0214933032042544e-6
Stroma,Malignant,COL1A1,BAMBI,2.7616498255743348e-8
Stroma,Malignant,COL1A1,CD151,4.523148016689538e-6
Stroma,Malignant,COL1A1,CD44,1.0783540133708493e-6
Stroma,Malignant,COL1A1,CD55,5.823993442057692e-7
Stroma,Malignant,COL1A1,CD63,3.629651561219496e-6
Stroma,Malignant,COL1A1,CD74,4.353196795964623e-6
Stroma,Malignant,COL1A1,CD81,2.4709165997481936e-6
Stroma,Malignant,COL1A1,CD9,1.8934853559916256e-6
Stroma,Malignant,COL1A1,CD99,1.3201081557671009e-06
Stroma,Malignant,COL1A1,CDH1,8.560328333908302e-7
Stroma,Malignant,COL1A1,DAG1,7.175516527566548e-7
Stroma,Malignant,COL1A1,ENO1,2.7752901313781776e-6
Stroma,Malignant,COL1A1,ERBB2,1.3744322202724737e-6
Stroma,Malignant,COL1A1,ERBB3,1.0162348936467393e-6
Stroma,Malignant,COL1A1,FLOT1,1.1094814510232556e-6
Stroma,Malignant,COL1A1,GFRA1,1.449654093623688e-6
Stroma,Malignant,COL1A1,IL6ST,2.0215418534821847e-6
Stroma,Malignant,COL1A1,ITGB1,1.0767519437379595e-6
Stroma,Malignant,COL1A1,LAMP1,1.868804763737563e-6
Stroma,Malignant,COL1A1,NPTN,1.8627005645634725e-6
Stroma,Malignant,COL1A1,PLXNB2,1.4226124457017112e-6
Stroma,Malignant,COL1A1,PRLR,5.619775228529344e-7
Stroma,Malignant,COL1A1,PTPRF,1.464552073854301e-6
Stroma,Malignant,COL1A1,RAMP1,1.7572573754505304e-7
Stroma,Malignant,COL1A1,SDC1,1.028815404034462e-6
Stroma,Malignant,COL1A1,SDC4,1.7710093455066206e-6
Stroma,Malignant,COL4A1,ALCAM,1.0826640007569735e-5
Stroma,Malignant,COL4A1,AMFR,5.135472945193239e-6
Stroma,Malignant,COL4A1,APLP2,9.656638803495383e-6
Stroma,Malignant,COL4A1,APP,1.0382767846808271e-5
Stroma,Malignant,COL4A1,ATP6AP2,1.088389526514812e-5
Stroma,Malignant,COL4A1,BAMBI,2.698802505102139e-7
Stroma,Malignant,COL4A1,CD151,2.5677845202414022e-6
Stroma,Malignant,COL4A1,CD44,1.01227746951593e-5
Stroma,Malignant,COL4A1,CD55,1.0751608561600522e-5
Stroma,Malignant,COL4A1,CD63,3.287709771261296e-6
Stroma,Malignant,COL4A1,CD74,1.647481102917477e-6
Stroma,Malignant,COL4A1,CD81,3.986171112718772e-6
Stroma,Malignant,COL4A1,CD9,8.800656281675384e-6
Stroma,Malignant,COL4A1,CD99,7.490747938342445e-6
Stroma,Malignant,COL4A1,CDH1,1.0254046950781e-5
Stroma,Malignant,COL4A1,DAG1,1.16460903487524e-5
Stroma,Malignant,COL4A1,ENO1,6.163702291895625e-6
Stroma,Malignant,COL4A1,ERBB2,1.0177448726278222e-5
Stroma,Malignant,COL4A1,ERBB3,9.52246452339712e-6
Stroma,Malignant,COL4A1,FLOT1,1.1592881500279477e-5
Stroma,Malignant,COL4A1,GFRA1,8.624255439645207e-6
Stroma,Malignant,COL4A1,IL6ST,1.026305484207134e-5
Stroma,Malignant,COL4A1,ITGB1,9.504555998546371e-6
Stroma,Malignant,COL4A1,LAMP1,8.68344963569454e-6
Stroma,Malignant,COL4A1,NPTN,1.1384580306124996e-5
Stroma,Malignant,COL4A1,PLXNB2,7.479754951575204e-6
Stroma,Malignant,COL4A1,PRLR,1.1342900343786685e-5
Stroma,Malignant,COL4A1,PTPRF,1.0279461860200188e-5
Stroma,Malignant,COL4A1,RAMP1,1.9049903800051316e-6
Stroma,Malignant,COL4A1,SDC1,8.706546510491387e-6
Stroma,Malignant,COL4A1,SDC4,1.0797850815397568e-5
Stroma,Malignant,COL4A2,ALCAM,8.502291006655453e-6
Stroma,Malignant,COL4A2,AMFR,6.4216084181727925e-6
Stroma,Malignant,COL4A2,APLP2,7.082405623056116e-6
Stroma,Malignant,COL4A2,APP,7.673450897038906e-6
Stroma,Malignant,COL4A2,ATP6AP2,9.820783172477166e-6
Stroma,Malignant,COL4A2,BAMBI,1.365691753038756e-7
Stroma,Malignant,COL4A2,CD151,3.581471513391775e-6
Stroma,Malignant,COL4A2,CD44,6.851512793403166e-6
Stroma,Malignant,COL4A2,CD55,8.550951678221552e-6
Stroma,Malignant,COL4A2,CD63,2.955157750307779e-6
Stroma,Malignant,COL4A2,CD74,3.002899140603315e-6
Stroma,Malignant,COL4A2,CD81,2.949737273972302e-6
Stroma,Malignant,COL4A2,CD9,7.324164426039856e-6
Stroma,Malignant,COL4A2,CD99,5.1925659132249325e-6
Stroma,Malignant,COL4A2,CDH1,7.370789778142793e-6
Stroma,Malignant,COL4A2,DAG1,1.0636305492829753e-5
Stroma,Malignant,COL4A2,ENO1,4.9898493561280756e-6
Stroma,Malignant,COL4A2,ERBB2,7.95064331376652e-6
Stroma,Malignant,COL4A2,ERBB3,8.745791830597588e-6
Stroma,Malignant,COL4A2,FLOT1,9.505295001817351e-6
Stroma,Malignant,COL4A2,GFRA1,7.960707591617852e-6
Stroma,Malignant,COL4A2,IL6ST,7.800907840862325e-6
Stroma,Malignant,COL4A2,ITGB1,8.645927552628601e-6
Stroma,Malignant,COL4A2,LAMP1,7.359905103182566e-6
Stroma,Malignant,COL4A2,NPTN,8.876422459367979e-6
Stroma,Malignant,COL4A2,PLXNB2,6.056767759083401e-6
Stroma,Malignant,COL4A2,PRLR,9.297540355166805e-6
Stroma,Malignant,COL4A2,PTPRF,7.82191637056968e-6
Stroma,Malignant,COL4A2,RAMP1,2.1433956235549197e-6
Stroma,Malignant,COL4A2,SDC1,6.6037549143718194e-6
Stroma,Malignant,COL4A2,SDC4,7.49760173621662e-6
Stroma,Malignant,COL6A3,ALCAM,6.134870322871036e-6
Stroma,Malignant,COL6A3,AMFR,1.95072461855432e-6
Stroma,Malignant,COL6A3,APLP2,8.883030259404238e-6
Stroma,Malignant,COL6A3,APP,8.701199382952706e-6
Stroma,Malignant,COL6A3,ATP6AP2,6.492496763366936e-6
Stroma,Malignant,COL6A3,BAMBI,6.736671689476121e-8
Stroma,Malignant,COL6A3,CD151,1.08828148588228e-5
Stroma,Malignant,COL6A3,CD44,1.2929031454737343e-5
Stroma,Malignant,COL6A3,CD55,2.427366051199236e-6
Stroma,Malignant,COL6A3,CD63,5.592260920047524e-6
Stroma,Malignant,COL6A3,CD74,2.504868569677929e-6
Stroma,Malignant,COL6A3,CD81,2.1956161321946495e-5
Stroma,Malignant,COL6A3,CD9,2.4527296170897727e-5
Stroma,Malignant,COL6A3,CD99,1.3975137064621913e-5
Stroma,Malignant,COL6A3,CDH1,3.5609176256336107e-6
Stroma,Malignant,COL6A3,DAG1,3.2970349040087845e-6
Stroma,Malignant,COL6A3,ENO1,2.1450087144613465e-5
Stroma,Malignant,COL6A3,ERBB2,1.1627129356583266e-5
Stroma,Malignant,COL6A3,ERBB3,6.101775916371435e-6
Stroma,Malignant,COL6A3,FLOT1,7.752863817569684e-6
Stroma,Malignant,COL6A3,GFRA1,1.1964072497308788e-5
Stroma,Malignant,COL6A3,IL6ST,1.7961026109612397e-5
Stroma,Malignant,COL6A3,ITGB1,7.264408924019245e-6
Stroma,Malignant,COL6A3,LAMP1,1.2457899534500296e-5
Stroma,Malignant,COL6A3,NPTN,7.26900555981146e-6
Stroma,Malignant,COL6A3,PLXNB2,2.4804320751485226e-5
Stroma,Malignant,COL6A3,PRLR,2.5610752098552e-6
Stroma,Malignant,COL6A3,PTPRF,1.3599420065183871e-5
Stroma,Malignant,COL6A3,RAMP1,6.726341645878932e-7
Stroma,Malignant,COL6A3,SDC1,1.17899405198915e-5
Stroma,Malignant,COL6A3,SDC4,8.29526734916069e-6
Stroma,Malignant,LAMA4,ALCAM,3.5784690608274298e-6
Stroma,Malignant,LAMA4,AMFR,4.813311241626405e-6
Stroma,Malignant,LAMA4,APLP2,2.2369376812341016e-6
Stroma,Malignant,LAMA4,APP,1.930856422469102e-6
Stroma,Malignant,LAMA4,ATP6AP2,2.554437188332944e-6
Stroma,Malignant,LAMA4,BAMBI,2.7023337142566874e-7
Stroma,Malignant,LAMA4,CD151,6.766650665740208e-7
Stroma,Malignant,LAMA4,CD44,1.6770554850731362e-6
Stroma,Malignant,LAMA4,CD55,3.436474173395886e-6
Stroma,Malignant,LAMA4,CD63,8.84089679638024e-7
Stroma,Malignant,LAMA4,CD74,2.721317625705826e-7
Stroma,Malignant,LAMA4,CD81,6.254100480989545e-7
Stroma,Malignant,LAMA4,CD9,1.4667450004154451e-6
Stroma,Malignant,LAMA4,CD99,1.1443149540213349e-6
Stroma,Malignant,LAMA4,CDH1,3.2243766315503834e-6
Stroma,Malignant,LAMA4,DAG1,2.971080588109567e-6
Stroma,Malignant,LAMA4,ENO1,9.226039255110296e-7
Stroma,Malignant,LAMA4,ERBB2,2.0094114856266483e-6
Stroma,Malignant,LAMA4,ERBB3,2.9060366984620363e-6
Stroma,Malignant,LAMA4,FLOT1,2.020181038099111e-6
Stroma,Malignant,LAMA4,GFRA1,2.2636570268381e-6
Stroma,Malignant,LAMA4,IL6ST,1.997592739328225e-6
Stroma,Malignant,LAMA4,ITGB1,1.3471019883503616e-6
Stroma,Malignant,LAMA4,LAMP1,9.187213018803108e-7
Stroma,Malignant,LAMA4,NPTN,2.983198542228317e-6
Stroma,Malignant,LAMA4,PLXNB2,1.2279372922017265e-6
Stroma,Malignant,LAMA4,PRLR,3.917666164166654e-6
Stroma,Malignant,LAMA4,PTPRF,1.5498917146584516e-6
Stroma,Malignant,LAMA4,RAMP1,3.421278118443996e-6
Stroma,Malignant,LAMA4,SDC1,1.5145052965371894e-6
Stroma,Malignant,LAMA4,SDC4,2.2531775530979586e-6
Stroma,Malignant,MMP9,ALCAM,3.98222074211773e-6
Stroma,Malignant,MMP9,AMFR,4.403676186172569e-6
Stroma,Malignant,MMP9,APLP2,2.340754147281376e-6
Stroma,Malignant,MMP9,APP,1.4557319945133457e-6
Stroma,Malignant,MMP9,ATP6AP2,3.4618889766861595e-6
Stroma,Malignant,MMP9,BAMBI,4.239420845393836e-7
Stroma,Malignant,MMP9,CD151,1.0941347872956593e-6
Stroma,Malignant,MMP9,CD44,2.0026614573580173e-6
Stroma,Malignant,MMP9,CD55,3.189768050489063e-6
Stroma,Malignant,MMP9,CD63,5.44001363165739e-7
Stroma,Malignant,MMP9,CD74,2.638689803564778e-7
Stroma,Malignant,MMP9,CD81,9.518105185232944e-7
Stroma,Malignant,MMP9,CD9,1.591009288677955e-6
Stroma,Malignant,MMP9,CD99,1.7275495066379577e-6
Stroma,Malignant,MMP9,CDH1,3.206019169301767e-6
Stroma,Malignant,MMP9,DAG1,3.460705145563313e-6
Stroma,Malignant,MMP9,ENO1,8.549717807479154e-7
Stroma,Malignant,MMP9,ERBB2,2.6572027892510335e-6
Stroma,Malignant,MMP9,ERBB3,2.7597951118789364e-6
Stroma,Malignant,MMP9,FLOT1,2.9188625261208935e-6
Stroma,Malignant,MMP9,GFRA1,2.2107027069398e-6
Stroma,Malignant,MMP9,IL6ST,1.42861356093598e-6
Stroma,Malignant,MMP9,ITGB1,1.9494996845334625e-6
Stroma,Malignant,MMP9,LAMP1,1.9526021421989232e-6
Stroma,Malignant,MMP9,NPTN,3.009945290067224e-6
Stroma,Malignant,MMP9,PLXNB2,1.438898572379183e-6
Stroma,Malignant,MMP9,PRLR,4.098454516861325e-6
Stroma,Malignant,MMP9,PTPRF,1.4383090216163525e-6
Stroma,Malignant,MMP9,RAMP1,1.689564125342678e-6
Stroma,Malignant,MMP9,SDC1,1.43208850666675e-6
Stroma,Malignant,MMP9,SDC4,2.3543306202005488e-6
Stroma,Malignant,THY1,ALCAM,8.597607428339033e-6
Stroma,Malignant,THY1,AMFR,2.82030759330298e-6
Stroma,Malignant,THY1,APLP2,1.548121250192625e-5
Stroma,Malignant,THY1,APP,1.357191019788149e-5
Stroma,Malignant,THY1,ATP6AP2,1.1697616850161187e-5
Stroma,Malignant,THY1,BAMBI,1.506389766465992e-7
Stroma,Malignant,THY1,CD151,2.96642343835353e-6
Stroma,Malignant,THY1,CD44,1.1738631254220174e-5
Stroma,Malignant,THY1,CD55,4.6140280969005845e-6
Stroma,Malignant,THY1,CD63,2.6438548253564977e-6
Stroma,Malignant,THY1,CD74,2.29309082928909e-6
Stroma,Malignant,THY1,CD81,3.778883297494664e-6
Stroma,Malignant,THY1,CD9,8.56938206105069e-6
Stroma,Malignant,THY1,CD99,6.624002735678457e-6
Stroma,Malignant,THY1,CDH1,7.989568183023845e-6
Stroma,Malignant,THY1,DAG1,6.983293786513805e-6
Stroma,Malignant,THY1,ENO1,5.396144719683396e-6
Stroma,Malignant,THY1,ERBB2,1.0659010935819412e-5
Stroma,Malignant,THY1,ERBB3,1.1435654539200256e-5
Stroma,Malignant,THY1,FLOT1,1.186030048354866e-5
Stroma,Malignant,THY1,GFRA1,8.123782117040693e-6
Stroma,Malignant,THY1,IL6ST,1.2163262126300944e-5
Stroma,Malignant,THY1,ITGB1,1.4511039015591985e-5
Stroma,Malignant,THY1,LAMP1,1.1463309067965784e-5
Stroma,Malignant,THY1,NPTN,1.0443090039905483e-5
Stroma,Malignant,THY1,PLXNB2,9.69349593928014e-6
Stroma,Malignant,THY1,PRLR,6.685549450789665e-6
Stroma,Malignant,THY1,PTPRF,1.1859885964012392e-5
Stroma,Malignant,THY1,RAMP1,1.0378501631285866e-6
Stroma,Malignant,THY1,SDC1,8.895926304634676e-6
Stroma,Malignant,THY1,SDC4,1.1639203434085646e-5
Stroma,Tcell,ADAM12,ITGB1,2.8038544268025e-6
Stroma,Tcell,ANGPT2,ITGA5,9.731541065309752e-6
Stroma,Tcell,ANGPT2,ITGB1,2.851469829506071e-6
Stroma,Tcell,ANGPTL2,ITGA5,8.098937870733219e-8
Stroma,Tcell,ANGPTL2,ITGB1,1.9002672690203e-7
Stroma,Tcell,ANGPTL2,LILRB2,0
Stroma,Tcell,ANGPTL2,LILRB3,7.624918535065598e-7
Stroma,Tcell,ANGPTL4,ITGA5,1.390797481049302e-5
Stroma,Tcell,ANGPTL4,ITGAV,1.9576209663665197e-7
Stroma,Tcell,ANGPTL4,ITGB1,4.4097180181222427e-7
Stroma,Tcell,ANGPTL4,SDC1,3.5397431847901453e-7
Stroma,Tcell,BGN,LY96,9.626765296238957e-7
Stroma,Tcell,BGN,TLR2,2.03369373306775e-7
Stroma,Tcell,BMP8A,TGFBR1,4.867448640281532e-6
Stroma,Tcell,BMP8A,TGFBR2,2.1292481412702847e-6
Stroma,Tcell,C3,CD81,1.7662500435552062e-5
Stroma,Tcell,C3,IFITM1,6.5153211387535945e-6
Stroma,Tcell,C3,ITGAM,9.034319696414866e-9
Stroma,Tcell,C3,ITGB2,4.29807702519035e-7
Stroma,Tcell,C3,NRP1,1.9698674012813142e-6
Stroma,Tcell,CFH,ITGAM,0
Stroma,Tcell,CLEC11A,ITGB1,6.546867788173698e-6
Stroma,Tcell,COL11A1,ITGB1,9.712868925924338e-6
Stroma,Tcell,COL18A1,ITGA5,2.238870135729844e-5
Stroma,Tcell,COL18A1,ITGB1,4.262939781195509e-5
Stroma,Tcell,COL1A1,CD74,8.557495249607992e-6
Stroma,Tcell,COL1A1,ITGA1,4.9019659165074584e-8
Stroma,Tcell,COL1A1,ITGA5,1.1438371889825277e-6
Stroma,Tcell,COL1A1,ITGAV,2.799529253262709e-6
Stroma,Tcell,COL1A1,ITGB1,1.802185378945061e-6
Stroma,Tcell,COL1A1,SDC1,1.8101923229923156e-6
Stroma,Tcell,COL1A2,ITGA1,1.7107982337066745e-7
Stroma,Tcell,COL1A2,ITGAV,9.165551677602304e-6
Stroma,Tcell,COL1A2,ITGB1,1.0472626086272264e-5
Stroma,Tcell,COL1A2,SDC1,8.0295253787633e-6
Stroma,Tcell,COL3A1,ITGB1,8.006345160892253e-6
Stroma,Tcell,COL4A1,CD74,7.3116414216432764e-6
Stroma,Tcell,COL4A1,ITGA1,3.971693846364545e-7
Stroma,Tcell,COL4A1,ITGAV,2.8316835386404432e-5
Stroma,Tcell,COL4A1,ITGB1,4.3899267985085934e-06
Stroma,Tcell,COL4A1,SDC1,2.8608958824847276e-5
Stroma,Tcell,COL4A2,CD74,1.134650176028536e-6
Stroma,Tcell,COL4A2,ITGA1,1.6373955098320336e-6
Stroma,Tcell,COL4A2,ITGAV,1.0060318771887423e-5
Stroma,Tcell,COL4A2,ITGB1,5.604290717786886e-6
Stroma,Tcell,COL4A2,SDC1,1.3977317352707434e-5
Stroma,Tcell,COL5A1,ITGA1,2.201114873297706e-6
Stroma,Tcell,COL5A1,ITGB1,2.0927688112579427e-5
Stroma,Tcell,COL5A2,ITGA1,1.8281660394339888e-6
Stroma,Tcell,COL5A2,ITGB1,3.352021749278225e-5
Stroma,Tcell,COL6A1,ITGA1,1.650306186988304e-7
Stroma,Tcell,COL6A1,ITGA6,4.454502848754099e-6
Stroma,Tcell,COL6A1,ITGAV,1.293860466410461e-5
Stroma,Tcell,COL6A1,ITGB1,1.40583360270261e-5
Stroma,Tcell,COL6A1,SDC1,1.4849994014105455e-5
Stroma,Tcell,COL6A2,ITGA1,1.028222739403918e-7
Stroma,Tcell,COL6A2,ITGAV,1.201640539762433e-5
Stroma,Tcell,COL6A2,ITGB1,5.35822035927167e-6
Stroma,Tcell,COL6A2,SDC1,2.0767862168561993e-5
Stroma,Tcell,COL6A3,CD74,3.4324570400451805e-6
Stroma,Tcell,COL6A3,ITGA1,7.514432991455937e-8
Stroma,Tcell,COL6A3,ITGAV,1.7420978933654725e-5
Stroma,Tcell,COL6A3,ITGB1,1.1847295660096246e-5
Stroma,Tcell,COL6A3,SDC1,1.4886287583505034e-5
Stroma,Tcell,COL7A1,ITGB1,3.180357531657012e-7
Stroma,Tcell,COL8A1,ITGA1,1.411412065429994e-7
Stroma,Tcell,COMP,ITGA5,1.3351990808362088e-5
Stroma,Tcell,COMP,ITGAV,1.1288891464084803e-5
Stroma,Tcell,COMP,ITGB1,1.8295049080886043e-5
Stroma,Tcell,COMP,SDC1,3.405116229252867e-5
Stroma,Tcell,CSPG4,ITGB1,4.887301853762084e-6
Stroma,Tcell,CXCL12,CD4,0
Stroma,Tcell,CXCL12,CXCR4,9.767662726507156e-6
Stroma,Tcell,CXCL12,ITGA5,2.71028379824155e-5
Stroma,Tcell,CXCL12,ITGAV,6.068549545247969e-6
Stroma,Tcell,CXCL12,ITGB1,7.293702796910738e-6
Stroma,Tcell,DCN,TLR2,4.249123832448731e-7
Stroma,Tcell,ECM1,ITGB4,4.266472310334239e-5
Stroma,Tcell,EDIL3,ITGB5,1.1534092852900624e-5
Stroma,Tcell,EFNB1,ERBB2,2.6577917814881085e-7
Stroma,Tcell,F13A1,ITGB1,1.9891004700381063e-6
Stroma,Tcell,FBLN1,ITGB1,1.000159577676274e-5
Stroma,Tcell,FBN1,ITGA5,2.1915372009137334e-5
Stroma,Tcell,FBN1,ITGAV,9.588648255684969e-6
Stroma,Tcell,FBN1,ITGB1,7.0023538753909325e-6
Stroma,Tcell,FGF1,NRP1,0
Stroma,Tcell,FGF7,NRP1,0
Stroma,Tcell,FN1,CD79A,0
Stroma,Tcell,FN1,ITGA5,1.908465549107888e-5
Stroma,Tcell,FN1,ITGA6,4.900913354927112e-6
Stroma,Tcell,FN1,ITGAV,9.728109956690512e-6
Stroma,Tcell,FN1,ITGB1,9.777337324812358e-6
Stroma,Tcell,FN1,ITGB7,0
Stroma,Tcell,FN1,SDC1,4.2992334372018935e-5
Stroma,Tcell,GAS6,AXL,2.0688957930144013e-5
Stroma,Tcell,HSPG2,ITGB1,3.0183831737228077e-5
Stroma,Tcell,HSPG2,SDC1,5.620627732767673e-5
Stroma,Tcell,IGF1,IGF1R,2.2085372157893548e-6
Stroma,Tcell,IGF1,ITGA6,0
Stroma,Tcell,IGF1,ITGAV,9.415594286831337e-8
Stroma,Tcell,IGF1,ITGB4,3.561007580870026e-7
Stroma,Tcell,INHBA,ENG,2.006093489877383e-6
Stroma,Tcell,ITGAV,THY1,7.50015808698492e-5
Stroma,Tcell,JAM2,F11R,8.99440078530263e-10
Stroma,Tcell,JAM2,ITGAV,1.7004935547590052e-10
Stroma,Tcell,JAM2,ITGB1,3.4973995642945684e-10
Stroma,Tcell,LAMA2,ITGA1,0
Stroma,Tcell,LAMA2,ITGA6,8.631430315469363e-6
Stroma,Tcell,LAMA2,ITGAV,1.7102596734432486e-6
Stroma,Tcell,LAMA2,ITGB1,2.3927116167948995e-6
Stroma,Tcell,LAMA2,ITGB4,5.88307570330765e-7
Stroma,Tcell,LAMA4,CD74,4.343692931609509e-7
Stroma,Tcell,LAMA4,ITGA1,4.27064768055777e-7
Stroma,Tcell,LAMA4,ITGA6,5.556595600634944e-6
Stroma,Tcell,LAMA4,ITGAV,3.1512287255550708e-6
Stroma,Tcell,LAMA4,ITGB1,5.835770771854187e-7
Stroma,Tcell,LAMA4,ITGB4,3.97910607885664e-6
Stroma,Tcell,LAMB1,ITGA1,4.030597892774211e-7
Stroma,Tcell,LAMB1,ITGA6,1.549188395832672e-5
Stroma,Tcell,LAMB1,ITGAV,5.644425980570718e-6
Stroma,Tcell,LAMB1,ITGB1,1.7234534900577905e-6
Stroma,Tcell,LAMB1,ITGB4,9.160015281228016e-6
Stroma,Tcell,LAMC1,ITGA1,4.4295991579889796e-8
Stroma,Tcell,LAMC1,ITGA6,9.278661403887876e-6
Stroma,Tcell,LAMC1,ITGAV,1.8893919530230716e-5
Stroma,Tcell,LAMC1,ITGB1,5.4087801964363435e-6
Stroma,Tcell,LAMC1,ITGB4,1.49423534429366e-5
Stroma,Tcell,LGALS1,ITGB1,1.281193546091525e-5
Stroma,Tcell,LGALS1,PTPRC,3.812679409842699e-6
Stroma,Tcell,LPL,SDC1,5.923996057534042e-6
Stroma,Tcell,LTBP1,ITGB5,3.952042180285613e-6
Stroma,Tcell,MFGE8,ITGAV,6.9335073069965705e-6
Stroma,Tcell,MMP9,CD74,2.643640332766808e-7
Stroma,Tcell,MMP9,ITGAM,0
Stroma,Tcell,MMP9,ITGB2,8.680785821390901e-7
Stroma,Tcell,NID1,ITGAV,2.863177197260853e-6
Stroma,Tcell,NID1,ITGB1,6.980589240308955e-6
Stroma,Tcell,NPNT,ITGB1,2.7473937359722752e-5
