Sender,Receiver,Ligand,Receptor,LRscore,all
Stroma,Malignant,LTBP1,CD9,5.16581471681898,Stroma_LTBP1_Malignant_CD9
Stroma,Macrophage,LTBP1,ENO1,4.367161360094859,Stroma_LTBP1_Macrophage_ENO1
Stroma,Malignant,LTBP1,ENO1,4.753094995627956,Stroma_LTBP1_Malignant_ENO1
Macrophage,Malignant,HLA-DMA,PLXNA3,5.02259903261299,Macrophage_HLA-DMA_Malignant_PLXNA3
Endothelial,Macrophage,LGALS9,CD44,6.8915707300551166,Endothelial_LGALS9_Macrophage_CD44
Stroma,Bcell,LTBP1,CD74,6.968766714869849,Stroma_LTBP1_Bcell_CD74
Stroma,Macrophage,LTBP1,CD74,6.779076897415747,Stroma_LTBP1_Macrophage_CD74
Stroma,Malignant,LTBP1,CD74,6.781854119043147,Stroma_LTBP1_Malignant_CD74
Stroma,Malignant,FN1,IFITM1,18.95878443328402,Stroma_FN1_Malignant_IFITM1
Stroma,Malignant,THBS1,MAGED1,9.615678971135855,Stroma_THBS1_Malignant_MAGED1
