Sender,Receiver,Ligand,Receptor,LRscore,all
Macrophage,Malignant,SERPING1,SDC1,8.314384648422989,Macrophage_SERPING1_Malignant_SDC1
Stroma,Malignant,THY1,APLP2,11.2126875898162,Stroma_THY1_Malignant_APLP2
Stroma,Tcell,COL6A1,ITGAV,12.18733723842452,Stroma_COL6A1_Tcell_ITGAV
Stroma,Malignant,COL4A1,IL6ST,11.31077533000621,Stroma_COL4A1_Malignant_IL6ST
Stroma,Tcell,COL6A3,ITGAV,9.581067186522025,Stroma_COL6A3_Tcell_ITGAV
Macrophage,Malignant,SERPING1,IL6ST,10.081932780604248,Macrophage_SERPING1_Malignant_IL6ST
Stroma,Malignant,COL4A2,LAMP1,9.580623744538,Stroma_COL4A2_Malignant_LAMP1
Stroma,Malignant,COL4A2,SDC4,8.544010555566238,Stroma_COL4A2_Malignant_SDC4
Stroma,Tcell,THBS1,ITGAV,8.831342010336137,Stroma_THBS1_Tcell_ITGAV
Macrophage,Malignant,GAS6,ERBB2,5.744124862314445,Macrophage_GAS6_Malignant_ERBB2
Stroma,Tcell,THBS2,ITGAV,7.345964492115886,Stroma_THBS2_Tcell_ITGAV
Stroma,Tcell,THY1,ITGAV,6.068718761170362,Stroma_THY1_Tcell_ITGAV
Stroma,Malignant,COL4A2,IL6ST,9.809585053950627,Stroma_COL4A2_Malignant_IL6ST
Stroma,Tcell,ITGAV,THY1,5.924823813435402,Stroma_ITGAV_Tcell_THY1
Stroma,Malignant,COL4A2,APLP2,8.491886471801385,Stroma_COL4A2_Malignant_APLP2
Macrophage,Malignant,SERPING1,ERBB2,9.547759933144604,Macrophage_SERPING1_Malignant_ERBB2
Endothelial,Malignant,LAMC1,ITGAV,7.778047602693709,Endothelial_LAMC1_Malignant_ITGAV
Endothelial,Stroma,LAMC1,ITGAV,6.158033114291265,Endothelial_LAMC1_Stroma_ITGAV
Stroma,Tcell,LAMC1,ITGAV,7.104077722044549,Stroma_LAMC1_Tcell_ITGAV
Malignant,Stroma,MDK,NOTCH2,6.914420612430622,Malignant_MDK_Stroma_NOTCH2
Stroma,Tcell,COMP,ITGAV,6.178537465455014,Stroma_COMP_Tcell_ITGAV
Stroma,Malignant,COL1A1,ATP6AP2,21.948336769618805,Stroma_COL1A1_Malignant_ATP6AP2
Macrophage,Malignant,SERPING1,APLP2,8.223712941188207,Macrophage_SERPING1_Malignant_APLP2
Stroma,Malignant,COL6A3,ATP6AP2,13.024016331073085,Stroma_COL6A3_Malignant_ATP6AP2
Stroma,Tcell,FBN1,ITGAV,5.916729705799142,Stroma_FBN1_Tcell_ITGAV
Stroma,Malignant,COL4A2,ERBB2,9.043775669339135,Stroma_COL4A2_Malignant_ERBB2
Stroma,Malignant,COL4A1,ERBB2,10.687031689730517,Stroma_COL4A1_Malignant_ERBB2
Stroma,Malignant,COL4A2,GFRA1,9.206367774639723,Stroma_COL4A2_Malignant_GFRA1
Stroma,Malignant,COL1A1,ALCAM,19.776171773416902,Stroma_COL1A1_Malignant_ALCAM
Stroma,Malignant,COL6A3,ALCAM,11.618055823768557,Stroma_COL6A3_Malignant_ALCAM
Stroma,Tcell,COL4A1,ITGAV,6.598049809872665,Stroma_COL4A1_Tcell_ITGAV
Stroma,Malignant,THY1,ATP6AP2,10.345555299613212,Stroma_THY1_Malignant_ATP6AP2
Stroma,Tcell,COL4A2,ITGAV,5.165640902145355,Stroma_COL4A2_Tcell_ITGAV
Stroma,Tcell,ECM1,ITGB4,9.713876119312966,Stroma_ECM1_Tcell_ITGB4
Endothelial,Malignant,GNAI2,UNC5B,10.153667331828998,Endothelial_GNAI2_Malignant_UNC5B
Macrophage,Malignant,SERPING1,ERBB3,8.32600339877239,Macrophage_SERPING1_Malignant_ERBB3
Stroma,Malignant,COL1A1,NPTN,20.443558919153322,Stroma_COL1A1_Malignant_NPTN
Stroma,Malignant,THY1,ALCAM,9.203695425764122,Stroma_THY1_Malignant_ALCAM
Macrophage,Malignant,GAS6,ATP6AP2,4.464636748815854,Macrophage_GAS6_Malignant_ATP6AP2
Stroma,Malignant,COL4A2,ERBB3,8.020632746252705,Stroma_COL4A2_Malignant_ERBB3
Stroma,Malignant,COL4A1,ERBB3,9.377768689621192,Stroma_COL4A1_Malignant_ERBB3
Stroma,Malignant,COL1A1,PRLR,16.954979837324483,Stroma_COL1A1_Malignant_PRLR
Stroma,Malignant,COL6A3,PRLR,9.96780189791065,Stroma_COL6A3_Malignant_PRLR
Stroma,Macrophage,THY1,TYROBP,5.44235940456234,Stroma_THY1_Macrophage_TYROBP
Stroma,Malignant,COL4A2,ATP6AP2,7.954855216089802,Stroma_COL4A2_Malignant_ATP6AP2
Macrophage,Endothelial,TNFSF13,TNFRSF1A,5.998589521976952,Macrophage_TNFSF13_Endothelial_TNFRSF1A
Stroma,Macrophage,COL4A2,TYROBP,4.175486576902972,Stroma_COL4A2_Macrophage_TYROBP
Macrophage,Malignant,SERPING1,ATP6AP2,7.459047227185234,Macrophage_SERPING1_Malignant_ATP6AP2
Macrophage,Malignant,GAS6,NPTN,5.277396911446162,Macrophage_GAS6_Malignant_NPTN
Macrophage,Malignant,GAS6,ALCAM,5.039262720350165,Macrophage_GAS6_Malignant_ALCAM
Stroma,Malignant,COL1A1,CDH1,19.815985341967117,Stroma_COL1A1_Malignant_CDH1
Stroma,Malignant,COL1A1,AMFR,13.695017145874273,Stroma_COL1A1_Malignant_AMFR
Malignant,Stroma,PSEN1,NOTCH2,5.52093560857143,Malignant_PSEN1_Stroma_NOTCH2
Macrophage,Malignant,GAS6,DAG1,4.435791133383212,Macrophage_GAS6_Malignant_DAG1
Macrophage,Malignant,GAS6,PRLR,4.012166179318482,Macrophage_GAS6_Malignant_PRLR
Macrophage,Malignant,GAS6,CD55,3.500030807990317,Macrophage_GAS6_Malignant_CD55
Stroma,Malignant,COL1A1,CD55,18.647091611697597,Stroma_COL1A1_Malignant_CD55
Stroma,Tcell,COL1A1,ITGA5,10.151169732300227,Stroma_COL1A1_Tcell_ITGA5
Stroma,Tcell,FN1,ITGA5,9.335463772959415,Stroma_FN1_Tcell_ITGA5
Macrophage,Malignant,GAS6,CDH1,3.9862873833397803,Macrophage_GAS6_Malignant_CDH1
Macrophage,Malignant,LGALS9,PLXNB2,6.371859124644327,Macrophage_LGALS9_Malignant_PLXNB2
Macrophage,Malignant,LGALS9,CD63,7.874562450500047,Macrophage_LGALS9_Malignant_CD63
Macrophage,Malignant,LGALS9,CD151,8.165845866827398,Macrophage_LGALS9_Malignant_CD151
Macrophage,Bcell,LGALS9,CD74,5.976238925165075,Macrophage_LGALS9_Bcell_CD74
Macrophage,Endothelial,LGALS9,CD74,8.40209959834435,Macrophage_LGALS9_Endothelial_CD74
Macrophage,Malignant,LGALS9,CD74,8.100860312271095,Macrophage_LGALS9_Malignant_CD74
Macrophage,Tcell,LGALS9,CD74,8.121827503410131,Macrophage_LGALS9_Tcell_CD74
Macrophage,Malignant,LGALS9,CD81,6.734308866695561,Macrophage_LGALS9_Malignant_CD81
Macrophage,Stroma,LGALS9,CD81,6.711850307002795,Macrophage_LGALS9_Stroma_CD81
Macrophage,Malignant,LGALS9,ENO1,6.482242065735996,Macrophage_LGALS9_Malignant_ENO1
Macrophage,Malignant,LGALS9,CD9,6.5492119609253745,Macrophage_LGALS9_Malignant_CD9
Macrophage,Malignant,LGALS9,ITGB1,5.441092582548626,Macrophage_LGALS9_Malignant_ITGB1
Bcell,Macrophage,LGALS9,CD44,5.430447546663715,Bcell_LGALS9_Macrophage_CD44
Bcell,Malignant,LGALS9,CD44,4.938490646291063,Bcell_LGALS9_Malignant_CD44
Endothelial,Malignant,LGALS9,CD44,5.953857677864234,Endothelial_LGALS9_Malignant_CD44
Endothelial,Stroma,LGALS9,CD44,6.082864009735425,Endothelial_LGALS9_Stroma_CD44
Macrophage,Malignant,LGALS9,CD44,5.729970700859992,Macrophage_LGALS9_Malignant_CD44
Macrophage,Stroma,LGALS9,CD44,5.420524221337761,Macrophage_LGALS9_Stroma_CD44
Macrophage,Malignant,LGALS9,LAMP1,5.873619638515126,Macrophage_LGALS9_Malignant_LAMP1
Macrophage,Malignant,LGALS9,IL6ST,6.387652151873321,Macrophage_LGALS9_Malignant_IL6ST
Macrophage,Malignant,LGALS9,CD99,5.855619743466669,Macrophage_LGALS9_Malignant_CD99
Macrophage,Malignant,LGALS9,FLOT1,5.665674360024108,Macrophage_LGALS9_Malignant_FLOT1
Macrophage,Malignant,LGALS9,SDC1,5.195082498438678,Macrophage_LGALS9_Malignant_SDC1
Macrophage,Malignant,LGALS9,PTPRF,6.283531924380962,Macrophage_LGALS9_Malignant_PTPRF
Macrophage,Malignant,LGALS9,APP,5.5893771271400015,Macrophage_LGALS9_Malignant_APP
Macrophage,Malignant,LGALS9,ERBB2,5.930969665017924,Macrophage_LGALS9_Malignant_ERBB2
Macrophage,Malignant,LGALS9,APLP2,5.274618632195565,Macrophage_LGALS9_Malignant_APLP2
Macrophage,Malignant,LGALS9,SDC4,5.3084353528969626,Macrophage_LGALS9_Malignant_SDC4
Macrophage,Malignant,LGALS9,ERBB3,5.410323969670492,Macrophage_LGALS9_Malignant_ERBB3
Macrophage,Malignant,LGALS9,GFRA1,6.328001155135732,Macrophage_LGALS9_Malignant_GFRA1
Bcell,Macrophage,TGFB1,ITGAV,5.203783113265846,Bcell_TGFB1_Macrophage_ITGAV
Bcell,Malignant,TGFB1,ITGAV,7.780980136493122,Bcell_TGFB1_Malignant_ITGAV
Bcell,Stroma,TGFB1,ITGAV,3.9870712146641796,Bcell_TGFB1_Stroma_ITGAV
Bcell,Tcell,TGFB1,ITGAV,5.292201279586927,Bcell_TGFB1_Tcell_ITGAV
Stroma,Tcell,TGFB1,ITGAV,3.836730385798508,Stroma_TGFB1_Tcell_ITGAV
Tcell,Stroma,TGFB1,ITGAV,3.9543097889625143,Tcell_TGFB1_Stroma_ITGAV
Macrophage,Malignant,LGALS9,ATP6AP2,4.878869809018593,Macrophage_LGALS9_Malignant_ATP6AP2
Macrophage,Malignant,LGALS9,ALCAM,4.789296850787803,Macrophage_LGALS9_Malignant_ALCAM
Macrophage,Malignant,LGALS9,NPTN,5.256863422660827,Macrophage_LGALS9_Malignant_NPTN
Macrophage,Malignant,SERPING1,ALCAM,7.943711562985209,Macrophage_SERPING1_Malignant_ALCAM
Endothelial,Malignant,GNAI2,IGF1R,10.074939485486409,Endothelial_GNAI2_Malignant_IGF1R
Endothelial,Stroma,GNAI2,IGF1R,11.570478697305404,Endothelial_GNAI2_Stroma_IGF1R
Stroma,Tcell,MFGE8,ITGAV,6.539463057938837,Stroma_MFGE8_Tcell_ITGAV
Macrophage,Malignant,SERPING1,CDH1,6.7819164905773315,Macrophage_SERPING1_Malignant_CDH1
Macrophage,Malignant,LGALS9,CDH1,3.9516380704000023,Macrophage_LGALS9_Malignant_CDH1
Macrophage,Malignant,GAS6,AMFR,3.4687168105152915,Macrophage_GAS6_Malignant_AMFR
Macrophage,Malignant,LGALS9,DAG1,4.592899097920245,Macrophage_LGALS9_Malignant_DAG1
Macrophage,Malignant,LGALS9,PRLR,4.061103768279107,Macrophage_LGALS9_Malignant_PRLR
Malignant,Stroma,APP,NCSTN,12.271733137268416,Malignant_APP_Stroma_NCSTN
Stroma,Malignant,COL4A1,ALCAM,8.244827885627604,Stroma_COL4A1_Malignant_ALCAM
Endothelial,Malignant,LAMC1,ITGB4,7.907771327820632,Endothelial_LAMC1_Malignant_ITGB4
Endothelial,Stroma,LAMC1,ITGB4,7.305726539487617,Endothelial_LAMC1_Stroma_ITGB4
Stroma,Tcell,LAMC1,ITGB4,8.383148917092992,Stroma_LAMC1_Tcell_ITGB4
Endothelial,Malignant,NID1,ITGB1,6.0163438498289725,Endothelial_NID1_Malignant_ITGB1
Endothelial,Stroma,NID1,ITGB1,4.807077144537657,Endothelial_NID1_Stroma_ITGB1
Stroma,Tcell,NID1,ITGB1,4.378113502400287,Stroma_NID1_Tcell_ITGB1
Malignant,Stroma,PSEN1,NOTCH3,5.301493090197664,Malignant_PSEN1_Stroma_NOTCH3
Macrophage,Malignant,LGALS9,CD55,3.2789917360701923,Macrophage_LGALS9_Malignant_CD55
Stroma,Malignant,COL6A3,CD55,11.40635846429619,Stroma_COL6A3_Malignant_CD55
Stroma,Tcell,C3,ITGB2,3.866799236078754,Stroma_C3_Tcell_ITGB2
Tcell,Stroma,C3,ITGB2,4.248222201272192,Tcell_C3_Stroma_ITGB2
Stroma,Malignant,COL6A3,NPTN,13.292322315004695,Stroma_COL6A3_Malignant_NPTN
Endothelial,Malignant,NAMPT,ITGB1,5.88567947369708,Endothelial_NAMPT_Malignant_ITGB1
Endothelial,Stroma,NAMPT,ITGB1,5.741239689946685,Endothelial_NAMPT_Stroma_ITGB1
Stroma,Malignant,THY1,NPTN,10.57701365924594,Stroma_THY1_Malignant_NPTN
Stroma,Tcell,THY1,ITGB2,2.764023619423914,Stroma_THY1_Tcell_ITGB2
Stroma,Malignant,LAMA4,CD99,5.498551253760997,Stroma_LAMA4_Malignant_CD99
Stroma,Malignant,LAMA4,CD151,7.404138082741635,Stroma_LAMA4_Malignant_CD151
Stroma,Malignant,LAMA4,ENO1,6.0739074350094135,Stroma_LAMA4_Malignant_ENO1
Stroma,Malignant,COL4A1,NPTN,9.294378464653592,Stroma_COL4A1_Malignant_NPTN
Stroma,Malignant,THY1,CDH1,9.601145487269724,Stroma_THY1_Malignant_CDH1
Endothelial,Malignant,LAMB1,CD44,6.984755777293351,Endothelial_LAMB1_Malignant_CD44
Endothelial,Stroma,LAMB1,CD44,5.929106763769961,Endothelial_LAMB1_Stroma_CD44
Stroma,Malignant,COL4A1,ATP6AP2,9.80998203435054,Stroma_COL4A1_Malignant_ATP6AP2
Stroma,Malignant,LAMA4,CD9,6.034027233479095,Stroma_LAMA4_Malignant_CD9
Macrophage,Malignant,SERPING1,CD55,5.810371405779853,Macrophage_SERPING1_Malignant_CD55
Stroma,Malignant,COL1A1,DAG1,19.65013441052534,Stroma_COL1A1_Malignant_DAG1
Stroma,Tcell,COL18A1,ITGA5,5.856880769633484,Stroma_COL18A1_Tcell_ITGA5
Stroma,Malignant,LAMA4,PLXNB2,5.923007558437045,Stroma_LAMA4_Malignant_PLXNB2
Stroma,Malignant,LAMA4,FLOT1,5.15121124369879,Stroma_LAMA4_Malignant_FLOT1
Stroma,Malignant,LAMA4,PTPRF,5.479562952277471,Stroma_LAMA4_Malignant_PTPRF
Endothelial,Malignant,NID1,PTPRF,6.815202614658658,Endothelial_NID1_Malignant_PTPRF
Stroma,Endothelial,NID1,PTPRF,5.836369208525569,Stroma_NID1_Endothelial_PTPRF
Stroma,Malignant,COL4A1,CDH1,8.495225043628594,Stroma_COL4A1_Malignant_CDH1
Endothelial,Malignant,NID1,ITGAV,6.1720170059949995,Endothelial_NID1_Malignant_ITGAV
Endothelial,Stroma,NID1,ITGAV,3.902219238336774,Endothelial_NID1_Stroma_ITGAV
Stroma,Tcell,NID1,ITGAV,3.320636805922922,Stroma_NID1_Tcell_ITGAV
Bcell,Malignant,VEGFB,RET,4.677092892804006,Bcell_VEGFB_Malignant_RET
Stroma,Malignant,COL6A3,CDH1,12.576634880217938,Stroma_COL6A3_Malignant_CDH1
Macrophage,Malignant,SERPING1,NPTN,8.887749075849184,Macrophage_SERPING1_Malignant_NPTN
Stroma,Malignant,COL4A1,PRLR,7.244681215217181,Stroma_COL4A1_Malignant_PRLR
Stroma,Malignant,LAMA4,APLP2,4.955422375709622,Stroma_LAMA4_Malignant_APLP2
Stroma,Malignant,COL6A3,DAG1,12.006952637183826,Stroma_COL6A3_Malignant_DAG1
Stroma,Malignant,COL4A1,CD55,7.966661555760589,Stroma_COL4A1_Malignant_CD55
Endothelial,Malignant,LAMA4,ITGAV,3.636942976082039,Endothelial_LAMA4_Malignant_ITGAV
Endothelial,Stroma,LAMA4,ITGAV,3.246189911175519,Endothelial_LAMA4_Stroma_ITGAV
Stroma,Tcell,LAMA4,ITGAV,2.8755227303150734,Stroma_LAMA4_Tcell_ITGAV
Endothelial,Malignant,LAMB1,ITGB1,6.509613728481664,Endothelial_LAMB1_Malignant_ITGB1
Endothelial,Stroma,LAMB1,ITGB1,5.854881475586549,Endothelial_LAMB1_Stroma_ITGB1
Stroma,Tcell,LAMB1,ITGB1,5.909297940105112,Stroma_LAMB1_Tcell_ITGB1
Macrophage,Malignant,LGALS9,AMFR,3.53091341965179,Macrophage_LGALS9_Malignant_AMFR
Bcell,Macrophage,SEMA4A,PLXNB2,8.927477801928205,Bcell_SEMA4A_Macrophage_PLXNB2
Bcell,Malignant,SEMA4A,PLXNB2,11.340738359613233,Bcell_SEMA4A_Malignant_PLXNB2
Bcell,Stroma,SEMA4A,PLXNB2,9.133164614944183,Bcell_SEMA4A_Stroma_PLXNB2
Stroma,Malignant,COL4A1,DAG1,8.247796516599054,Stroma_COL4A1_Malignant_DAG1
Bcell,Macrophage,CADM1,CADM1,2.008923621015388,Bcell_CADM1_Macrophage_CADM1
Bcell,Malignant,CADM1,CADM1,3.503328311011047,Bcell_CADM1_Malignant_CADM1
Bcell,Stroma,CADM1,CADM1,2.790741602713016,Bcell_CADM1_Stroma_CADM1
Stroma,Malignant,LAMA4,LAMP1,5.49859818530473,Stroma_LAMA4_Malignant_LAMP1
Malignant,Stroma,MDK,SDC3,3.7385750951668184,Malignant_MDK_Stroma_SDC3
Stroma,Tcell,SPON2,ITGA5,3.849747472629281,Stroma_SPON2_Tcell_ITGA5
Malignant,Stroma,PSEN1,NCSTN,7.199491783647116,Malignant_PSEN1_Stroma_NCSTN
Macrophage,Malignant,TNFSF13,SDC2,4.713463432946225,Macrophage_TNFSF13_Malignant_SDC2
Stroma,Tcell,INHBA,ENG,1.7719763094701195,Stroma_INHBA_Tcell_ENG
Stroma,Malignant,THY1,DAG1,9.527893159954381,Stroma_THY1_Malignant_DAG1
Stroma,Malignant,THY1,CD55,9.465876913361948,Stroma_THY1_Malignant_CD55
Macrophage,Malignant,CXCL12,APLP2,8.032745790541053,Macrophage_CXCL12_Malignant_APLP2
Stroma,Malignant,LAMA4,IL6ST,5.886925525074748,Stroma_LAMA4_Malignant_IL6ST
Macrophage,Endothelial,TNFSF13,TNFRSF14,6.428741579159025,Macrophage_TNFSF13_Endothelial_TNFRSF14
Endothelial,Malignant,LAMA4,CD44,4.685806456195868,Endothelial_LAMA4_Malignant_CD44
Endothelial,Stroma,LAMA4,CD44,4.827011108615238,Endothelial_LAMA4_Stroma_CD44
Stroma,Malignant,LAMA4,CD44,5.445838772572904,Stroma_LAMA4_Malignant_CD44
Endothelial,Malignant,LAMB1,ITGAV,7.6589930598818725,Endothelial_LAMB1_Malignant_ITGAV
Endothelial,Stroma,LAMB1,ITGAV,4.455752097516279,Endothelial_LAMB1_Stroma_ITGAV
Stroma,Tcell,LAMB1,ITGAV,4.434775521266167,Stroma_LAMB1_Tcell_ITGAV
Endothelial,Malignant,LAMA4,ITGB4,3.5793450778256584,Endothelial_LAMA4_Malignant_ITGB4
Endothelial,Stroma,LAMA4,ITGB4,3.1504948152137664,Endothelial_LAMA4_Stroma_ITGB4
Stroma,Tcell,LAMA4,ITGB4,3.3605343611503664,Stroma_LAMA4_Tcell_ITGB4
Stroma,Malignant,LAMA4,SDC4,4.941951048609214,Stroma_LAMA4_Malignant_SDC4
Endothelial,Malignant,LAMB1,ITGB4,6.104497162861247,Endothelial_LAMB1_Malignant_ITGB4
Endothelial,Stroma,LAMB1,ITGB4,4.3512045654018,Endothelial_LAMB1_Stroma_ITGB4
Stroma,Tcell,LAMB1,ITGB4,4.5324770316736425,Stroma_LAMB1_Tcell_ITGB4
Stroma,Malignant,COL4A2,ALCAM,7.710705280640096,Stroma_COL4A2_Malignant_ALCAM
Stroma,Malignant,LAMA4,APP,5.36855276766004,Stroma_LAMA4_Malignant_APP
Malignant,Bcell,SEMA3C,CD74,7.236331489892279,Malignant_SEMA3C_Bcell_CD74
Malignant,Endothelial,SEMA3C,CD74,5.525918286035201,Malignant_SEMA3C_Endothelial_CD74
Malignant,Macrophage,SEMA3C,CD74,6.41322577143148,Malignant_SEMA3C_Macrophage_CD74
Malignant,Tcell,SEMA3C,CD74,6.626781249991463,Malignant_SEMA3C_Tcell_CD74
Endothelial,Malignant,JAG1,NOTCH2,3.393388201220682,Endothelial_JAG1_Malignant_NOTCH2
Endothelial,Stroma,JAG1,NOTCH2,3.1740775301751403,Endothelial_JAG1_Stroma_NOTCH2
Macrophage,Malignant,CXCL12,PTPRF,9.00517628997605,Macrophage_CXCL12_Malignant_PTPRF
Macrophage,Malignant,CXCL12,LAMP1,8.871200535110312,Macrophage_CXCL12_Malignant_LAMP1
Malignant,Macrophage,SEMA3C,CD81,5.198603109007915,Malignant_SEMA3C_Macrophage_CD81
Malignant,Stroma,SEMA3C,CD81,5.95034086786291,Malignant_SEMA3C_Stroma_CD81
Macrophage,Malignant,SERPING1,DAG1,7.935724599965277,Macrophage_SERPING1_Malignant_DAG1
Stroma,Malignant,THY1,PRLR,8.642317289053208,Stroma_THY1_Malignant_PRLR
Stroma,Malignant,LAMA4,ERBB2,5.6018125698007735,Stroma_LAMA4_Malignant_ERBB2
Endothelial,Malignant,JAG1,NOTCH3,5.6205899490403155,Endothelial_JAG1_Malignant_NOTCH3
Endothelial,Stroma,JAG1,NOTCH3,2.556063806125708,Endothelial_JAG1_Stroma_NOTCH3
Stroma,Tcell,EDIL3,ITGB5,4.313569987801069,Stroma_EDIL3_Tcell_ITGB5
Endothelial,Malignant,CXCL12,SDC4,6.58933540572801,Endothelial_CXCL12_Malignant_SDC4
Macrophage,Malignant,CXCL12,SDC4,8.08783389856915,Macrophage_CXCL12_Malignant_SDC4
Tcell,Stroma,CXCL12,SDC4,7.343232866231396,Tcell_CXCL12_Stroma_SDC4
Macrophage,Malignant,CXCL12,IL6ST,9.807359037987863,Macrophage_CXCL12_Malignant_IL6ST
Stroma,Malignant,LAMA4,ERBB3,4.703809046886914,Stroma_LAMA4_Malignant_ERBB3
Endothelial,Malignant,JAG2,NOTCH2,2.9085708332770777,Endothelial_JAG2_Malignant_NOTCH2
Endothelial,Stroma,JAG2,NOTCH2,4.11995026218839,Endothelial_JAG2_Stroma_NOTCH2
Malignant,Stroma,JAG2,NOTCH2,3.673463209622323,Malignant_JAG2_Stroma_NOTCH2
Bcell,Macrophage,SEMA4A,PLXNB1,5.706863156214034,Bcell_SEMA4A_Macrophage_PLXNB1
Bcell,Malignant,SEMA4A,PLXNB1,8.008462575737738,Bcell_SEMA4A_Malignant_PLXNB1
Bcell,Stroma,SEMA4A,PLXNB1,6.679980023478158,Bcell_SEMA4A_Stroma_PLXNB1
Stroma,Malignant,COL4A2,CDH1,7.50632525263694,Stroma_COL4A2_Malignant_CDH1
Macrophage,Malignant,CXCL12,ERBB2,9.131071131398015,Macrophage_CXCL12_Malignant_ERBB2
Endothelial,Malignant,CXCL12,ITGAV,6.353186251949977,Endothelial_CXCL12_Malignant_ITGAV
Endothelial,Stroma,CXCL12,ITGAV,5.616480047544813,Endothelial_CXCL12_Stroma_ITGAV
Stroma,Tcell,CXCL12,ITGAV,6.705958660227175,Stroma_CXCL12_Tcell_ITGAV
Tcell,Stroma,CXCL12,ITGAV,5.403321082697443,Tcell_CXCL12_Stroma_ITGAV
Macrophage,Malignant,CXCL12,ALCAM,7.154229280310673,Macrophage_CXCL12_Malignant_ALCAM
Tcell,Bcell,HLA-F,CD74,7.278686311938835,Tcell_HLA-F_Bcell_CD74
Tcell,Endothelial,HLA-F,CD74,7.693066945750189,Tcell_HLA-F_Endothelial_CD74
Tcell,Macrophage,HLA-F,CD74,6.235653029286181,Tcell_HLA-F_Macrophage_CD74
Tcell,Malignant,HLA-F,CD74,4.809083282431932,Tcell_HLA-F_Malignant_CD74
Macrophage,Malignant,CXCL12,ATP6AP2,7.736109590710128,Macrophage_CXCL12_Malignant_ATP6AP2
Tcell,Malignant,HLA-F,CD9,3.959331272930666,Tcell_HLA-F_Malignant_CD9
Stroma,Malignant,COL4A1,AMFR,6.3267036439158275,Stroma_COL4A1_Malignant_AMFR
Tcell,Malignant,HLA-F,ITGB1,3.1318935231579186,Tcell_HLA-F_Malignant_ITGB1
Tcell,Malignant,HLA-F,CD63,4.658217733381465,Tcell_HLA-F_Malignant_CD63
Tcell,Macrophage,HLA-F,CD81,5.004130721387656,Tcell_HLA-F_Macrophage_CD81
Tcell,Malignant,HLA-F,CD81,3.927738579955753,Tcell_HLA-F_Malignant_CD81
Tcell,Stroma,HLA-F,CD81,5.249650396149374,Tcell_HLA-F_Stroma_CD81
Stroma,Malignant,COL4A2,CD55,7.2122850290697365,Stroma_COL4A2_Malignant_CD55
Tcell,Malignant,HLA-F,CD151,4.992323726523711,Tcell_HLA-F_Malignant_CD151
Stroma,Malignant,LAMA4,ALCAM,4.070065426324166,Stroma_LAMA4_Malignant_ALCAM
Endothelial,Malignant,JAG2,NOTCH3,3.760253967638498,Endothelial_JAG2_Malignant_NOTCH3
Endothelial,Stroma,JAG2,NOTCH3,3.201138561304668,Endothelial_JAG2_Stroma_NOTCH3
Malignant,Stroma,JAG2,NOTCH3,3.541216497792993,Malignant_JAG2_Stroma_NOTCH3
Tcell,Malignant,HLA-F,CD99,3.461449004609799,Tcell_HLA-F_Malignant_CD99
Stroma,Malignant,COL6A3,AMFR,8.84314931617361,Stroma_COL6A3_Malignant_AMFR
Tcell,Malignant,HLA-F,APP,3.3065513917724494,Tcell_HLA-F_Malignant_APP
Tcell,Malignant,HLA-F,ENO1,3.8234965643083676,Tcell_HLA-F_Malignant_ENO1
Tcell,Malignant,HLA-F,PLXNB2,3.9889416860693503,Tcell_HLA-F_Malignant_PLXNB2
Tcell,Malignant,HLA-F,CD44,3.1579205896462814,Tcell_HLA-F_Malignant_CD44
Tcell,Malignant,HLA-F,FLOT1,3.251953235136695,Tcell_HLA-F_Malignant_FLOT1
Tcell,Malignant,HLA-F,SDC1,3.3580950237886253,Tcell_HLA-F_Malignant_SDC1
Tcell,Malignant,HLA-F,SDC4,3.411288452057613,Tcell_HLA-F_Malignant_SDC4
Bcell,Macrophage,TGFB1,SDC2,3.4170263588336365,Bcell_TGFB1_Macrophage_SDC2
Bcell,Malignant,TGFB1,SDC2,4.1821863834981405,Bcell_TGFB1_Malignant_SDC2
Bcell,Stroma,TGFB1,SDC2,2.0805355656082463,Bcell_TGFB1_Stroma_SDC2
Macrophage,Malignant,TGFB1,SDC2,3.146858629473375,Macrophage_TGFB1_Malignant_SDC2
Tcell,Malignant,TGFB1,SDC2,2.8275014335706627,Tcell_TGFB1_Malignant_SDC2
Tcell,Stroma,TGFB1,SDC2,2.35497221575626,Tcell_TGFB1_Stroma_SDC2
Macrophage,Malignant,CXCL12,ERBB3,8.29326850932387,Macrophage_CXCL12_Malignant_ERBB3
Tcell,Malignant,HLA-F,ERBB2,3.4800092248355345,Tcell_HLA-F_Malignant_ERBB2
Tcell,Malignant,HLA-F,LAMP1,3.6576324642129743,Tcell_HLA-F_Malignant_LAMP1
Tcell,Malignant,HLA-F,PTPRF,3.627362145444977,Tcell_HLA-F_Malignant_PTPRF
Tcell,Malignant,HLA-F,IL6ST,3.8647480733255293,Tcell_HLA-F_Malignant_IL6ST
Tcell,Malignant,HLA-F,ALCAM,2.9502060684279705,Tcell_HLA-F_Malignant_ALCAM
Stroma,Malignant,LAMA4,NPTN,4.662196701888144,Stroma_LAMA4_Malignant_NPTN
Stroma,Malignant,LAMA4,CDH1,3.997560176686224,Stroma_LAMA4_Malignant_CDH1
Tcell,Malignant,HLA-F,ATP6AP2,3.059855698950712,Tcell_HLA-F_Malignant_ATP6AP2
