Sender,Receiver,Ligand,Receptor,LRscore,all
L5_eNeuron,microglia,GRN,TNFRSF1B,8.251738720751892,L5_eNeuron_GRN_microglia_TNFRSF1B
L6_eNeuron,microglia,GRN,TNFRSF1B,8.251738720751892,L6_eNeuron_GRN_microglia_TNFRSF1B
Lhx6_iNeuron,microglia,GRN,TNFRSF1B,8.251738720751892,Lhx6_iNeuron_GRN_microglia_TNFRSF1B
astrocytes,Adarb2_iNeuron,LAMB2,SV2A,12.750660827960852,astrocytes_LAMB2_Adarb2_iNeuron_SV2A
astrocytes,L2_L3_eNeuron,LAMB2,SV2A,12.750660827960852,astrocytes_LAMB2_L2_L3_eNeuron_SV2A
astrocytes,L4_eNeuron,LAMB2,SV2A,12.750660827960852,astrocytes_LAMB2_L4_eNeuron_SV2A
astrocytes,L6_eNeuron,LAMB2,SV2A,12.750660827960852,astrocytes_LAMB2_L6_eNeuron_SV2A
astrocytes,Lhx6_iNeuron,LAMB2,SV2A,12.750660827960852,astrocytes_LAMB2_Lhx6_iNeuron_SV2A
endothelial,Adarb2_iNeuron,LAMB2,SV2A,12.750660827960852,endothelial_LAMB2_Adarb2_iNeuron_SV2A
endothelial,L2_L3_eNeuron,LAMB2,SV2A,12.750660827960852,endothelial_LAMB2_L2_L3_eNeuron_SV2A
endothelial,L4_eNeuron,LAMB2,SV2A,12.750660827960852,endothelial_LAMB2_L4_eNeuron_SV2A
endothelial,L6_eNeuron,LAMB2,SV2A,12.750660827960852,endothelial_LAMB2_L6_eNeuron_SV2A
endothelial,Lhx6_iNeuron,LAMB2,SV2A,12.750660827960852,endothelial_LAMB2_Lhx6_iNeuron_SV2A
mural,Adarb2_iNeuron,LAMB2,SV2A,12.750660827960852,mural_LAMB2_Adarb2_iNeuron_SV2A
mural,L2_L3_eNeuron,LAMB2,SV2A,12.750660827960852,mural_LAMB2_L2_L3_eNeuron_SV2A
mural,L4_eNeuron,LAMB2,SV2A,12.750660827960852,mural_LAMB2_L4_eNeuron_SV2A
mural,L6_eNeuron,LAMB2,SV2A,12.750660827960852,mural_LAMB2_L6_eNeuron_SV2A
mural,Lhx6_iNeuron,LAMB2,SV2A,12.750660827960852,mural_LAMB2_Lhx6_iNeuron_SV2A
OPC,Adarb2_iNeuron,LAMC1,SV2A,16.498599432556897,OPC_LAMC1_Adarb2_iNeuron_SV2A
OPC,L2_L3_eNeuron,LAMC1,SV2A,16.498599432556897,OPC_LAMC1_L2_L3_eNeuron_SV2A
OPC,L4_eNeuron,LAMC1,SV2A,16.498599432556897,OPC_LAMC1_L4_eNeuron_SV2A
OPC,L6_eNeuron,LAMC1,SV2A,16.498599432556897,OPC_LAMC1_L6_eNeuron_SV2A
OPC,Lhx6_iNeuron,LAMC1,SV2A,16.498599432556897,OPC_LAMC1_Lhx6_iNeuron_SV2A
astrocytes,Adarb2_iNeuron,LAMC1,SV2A,16.498599432556897,astrocytes_LAMC1_Adarb2_iNeuron_SV2A
astrocytes,L2_L3_eNeuron,LAMC1,SV2A,16.498599432556897,astrocytes_LAMC1_L2_L3_eNeuron_SV2A
astrocytes,L4_eNeuron,LAMC1,SV2A,16.498599432556897,astrocytes_LAMC1_L4_eNeuron_SV2A
astrocytes,L6_eNeuron,LAMC1,SV2A,16.498599432556897,astrocytes_LAMC1_L6_eNeuron_SV2A
